CONNECTION ID,# EDGES,EDGE IDS
road0,191,-11178932,-11180735,-11181275,-11181732,-11181733,-11184323,-11185013,-11191850,-11193062#1,-11198418#0,-11198418#1,-11198418#2,-11198654#1,-11199390,-11199536,-11201515,-11204061#1,-128955526#0,-128955526#1,-150283313#0,-150283313#1,-157634773,-157634775#0,-157634775#1,-157634776,-157847888,-157848192,-210709301#1,-210709301#2,-210709303,-210709304,-210709305,-210709309,-210709319,-210709321#0,-210709321#1,-210709368,-210709369,-210709370,-210709371,-210709372,-210709374#1,-210709377,-210709378,-210709379#0,-210709379#1,-210709387,-210709388#1,-210709388#2,-210709396#0,-213613323,-213657208,-213657210,-213657212#2,-214485744,-214485747#0,-214485747#1,-28715510#0,-28715510#1,-28715510#2,-33763732,-43678526#1,-44077108#1,-67472165#0,-67472165#1,-67472165#2,-67472167,-67472169#0,-67472169#1,-67472169#2,-69558917,-73540502#0,-73540502#1,-73540502#2,-73540502#3,-77689380#2,-77689380#3,-77689380#4,-77689380#5,-77689380#6,-77691294,-77691295,-77691298#0,-77691298#1,-78390876,-78390897,11178932,11180735,11181275,11181732,11181733,11184323,11185013,11191850,11192983,11193062#1,11198418#0,11198418#1,11198418#2,11198654#1,11199390,11199536,11201515,11204061#1,128955526#0,128955526#1,150283311,150283312,150283313#0,150283313#1,156283054#0,156283054#1,156283057,157634773,157634775#0,157634775#1,157634776,157847888,157848192,157850839#0,157850839#1,157850839#2,210709301#1,210709301#2,210709303,210709304,210709305,210709309,210709319,210709321#0,210709321#1,210709368,210709369,210709370,210709371,210709372,210709374#1,210709377,210709378,210709379#0,210709379#1,210709387,210709388#1,210709388#2,210709396#0,213613323,213657208,213657210,213657212#2,214485744,214485747#0,214485747#1,28715510#0,28715510#1,28715510#2,33763732,43678526#1,44077108#1,44077117,620891604#0,620891604#1,620891605#0,620891605#1,620891606#0,620891606#1,620891607,620891608,67472165#0,67472165#1,67472165#2,67472167,67472169#0,67472169#1,67472169#2,69558917,73540502#0,73540502#1,73540502#2,73540502#3,77689380#2,77689380#3,77689380#4,77689380#5,77689380#6,77691294,77691295,77691298#0,77691298#1,77962553,78390876,78390897
road1,8,-11193062#1,-11198654#0,-210709301#0,-210709310,-210709374#0,-210709388#0,-78390897,210709321#2
road2,7,-11194164,-11204061#0,-151021365,-210709320,-213657212#1,-43678526#1,-77689380#1
road3,187,-11172277,-11176282,-11181276,-11181861,-11182364,-11186645#0,-11186645#1,-11187636,-11189305,-11189836#0,-11189836#1,-11189849,-11193062#0,-11193961,-11196143,-11198654#0,-11200318,-149984564#0,-149984564#1,-157391024,-157391027,-157391058,-157391110,-157391115,-157704341,-157704350,-157704353,-157704361,-208933903,-208933904,-208933905,-208933906,-210709300,-210709308,-210709325,-210709326,-210709349,-210709351,-210709352,-210709354,-210709360,-210709373,-210709375,-210709382,-210709383,-210709384,-210709385,-210709386,-213563481,-213563529,-213613324,-214485749#0,-214485749#1,-214485749#2,-214485749#3,-214485749#4,-215958378#0,-215958378#1,-215958378#2,-215958378#3,-47030221#0,-47030221#1,-47030221#2,-47030221#3,-47030221#4,-49887157,-73540486,-73540509#8,-77689381,-77689383,-77691297,-77691300#0,-77691300#1,-77691887,-77691892,-78390897,11172277,11176282,11181276,11181861,11182364,11186645#0,11186645#1,11187636,11189305,11189836#0,11189836#1,11189849,11193062#0,11193961,11196143,11198654#0,11199864#0,11199864#1,11199864#2,11199864#4,11200318,127456770#0,140046373,149984564#0,149984564#1,157391024,157391027,157391058,157391110,157391115,157704341,157704350,157704353,157704361,207671969,207671977#0,207671977#1,207671977#1-AddedOnRampEdge,208933903,208933904,208933905,208933906,209187373,209187374,209187375,210709300,210709308,210709325,210709326,210709349,210709351,210709352,210709354,210709360,210709373,210709375,210709382,210709383,210709384,210709385,210709386,213563481,213563529,213563541,213613324,214485749#0,214485749#1,214485749#2,214485749#3,214485749#4,215958378#0,215958378#1,215958378#2,215958378#3,32086372#0,32086372#0-AddedOffRampEdge,32086372#1,32086421,32086427,32086486,47026710,47026713#1,47030217,47030221#0,47030221#1,47030221#2,47030221#3,47030221#4,47030223#0,47030229,47030230#0,47030373,47030380,47528845,49887048,49887049,49887157,548660518,548660521#1,548660521#1-AddedOffRampEdge,73540486,73540509#8,77689381,77689383,77691297,77691300#0,77691300#1,77691887,77691892,78390897,80664959#0
road4,6,-11180403,-11185087#2,-67472160,-67472161,32086427,548660519
road5,8,-210709321#2,11193062#1,11198654#0,210709301#0,210709310,210709374#0,210709388#0,78390897
road6,5,11199864#4,157849050,32086372#1,49887157,548660518
road7,258,-11180468,-11181872#0,-11181872#1,-11181872#2,-11182994,-11183460,-11186608,-11187702,-11189816,-11193556,-11193855,-11198369,-11203071#0,-11203072#0,-11203072#1,-11203072#2,-11204247#0,-11204247#1,-11205349,-127456779#0,-127456779#1,-127605042#0,-127605042#1,-127605042#2,-127605051#0,-127605051#1,-127605051#2,-127605051#3,-127605051#4,-157849055#0,-157849055#1,-157849055#2,-209747665,-210605407,-210605753,-210605755,-210605758,-210605761,-210605765,-213546015,-213546016,-213546054#0,-213546054#1,-213546055,-213546069,-215359984,-215359987#0,-215359987#1,-215359987#2,-215359987#3,-215359987#4,-215359989,-215359990,-215359992#0,-215359992#1,-215486793#1,-215486793#10,-215486793#2,-215486793#3,-215486793#4,-215486793#5,-215486793#7,-215486793#8,-215486793#9,-215958381#0,-215958381#1,-215958381#2,-215958382#0,-215958382#1,-215958382#2,-215958382#3,-43990548#0,-43990548#1,-47030228#1,-47528842#0,-47528842#1,-47528842#2,-47528842#3,-49887151#0,-49887151#1,-49887151#2,-49887151#3,-49887154#0,-49887154#1,-49887157,-548635879#0,-548635879#1,-548635879#2,-548635879#3,-548635879#4,-596409662,-610996546,-610996550,-610996561,-67523969#2,-73817079#0,-75252154,-84084528#0,-84084528#1,-84084528#2,-84084528#3,-84084528#4,104081864#0,104081864#1,11180468,11181872#0,11181872#1,11181872#2,11182994,11183460,11186608,11187702,11188947#2,11188947#3,11188947#4,11188947#5,11188947#6,11188947#7,11188947#8,11188947#9,11189816,11193556,11193855,11198369,11203071#0,11203072#0,11203072#1,11203072#2,11204247#0,11204247#1,11205349,127456779#0,127456779#1,127605042#0,127605042#1,127605042#2,127605051#0,127605051#1,127605051#2,127605051#3,127605051#4,157849055#0,157849055#1,157849055#2,209187390,209747665,210605407,210605753,210605755,210605758,210605761,210605765,213546015,213546016,213546054#0,213546054#1,213546055,213546069,215359984,215359987#0,215359987#1,215359987#2,215359987#3,215359987#4,215359989,215359990,215359992#0,215359992#1,215486793#1,215486793#10,215486793#2,215486793#3,215486793#4,215486793#5,215486793#7,215486793#8,215486793#9,215958381#0,215958381#1,215958381#2,215958382#0,215958382#1,215958382#2,215958382#3,32086491,32086491-AddedOffRampEdge,32086492,32086494,43990515#0,43990515#1,43990515#2,43990515#3,43990548#0,43990548#1,46981021,47030223#0,47030225,47030227,47030228#1,47528841#0,47528841#1,47528841#2,47528841#3,47528841#4,47528841#5,47528841#6,47528842#0,47528842#1,47528842#2,47528842#3,49887047,49887050,49887151#0,49887151#1,49887151#2,49887151#3,49887152#0,49887152#1,49887152#1-AddedOffRampEdge,49887154#0,49887154#1,49887156#0,49887156#1,49887156#2,49887157,548635879#0,548635879#1,548635879#2,548635879#3,548635879#4,548635880#0,548635880#1,548635880#2,548660521#0,548660523,556381104,596409662,610996515,610996533#0,610996533#1,610996546,610996550,610996561,610996580,610996590,610996598,67523969#2,700576935#0,73817079#0,75252154,75274322#0,75274322#1,84084528#0,84084528#1,84084528#2,84084528#3,84084528#4,gneE1
road8,5,-157849050,-49887157,32086372#0,47030223#0,548660521#1
road9,4,-215486793#1,-67523969#1,104081869#0,215359989
