CONNECTION ID,# EDGES,EDGE IDS
road1705,1,-32263811#1
road1706,2,-4257254#8,675080634#1
road1707,1,4257255#1
road1708,1,-25913821#4
road1709,6,-25913821#5,-25913821#6,-4257255#1,25913821#5,25913821#6,4257255#1
road1710,1,-4257255#1
road1711,1,4257255#2
road1712,1,-122056182
road1713,5,-224187822,224187822,542829556#0,542829556#1,9195648#2
road1714,1,-4257255#2
road1715,1,-161652141#8
road1716,1,161652141#9
road1717,1,-161652141#8
road1718,2,161652141#8,23163545#3
road1719,2,23163545#2,23163545#3
road1720,9,-129810579#0,-23163547#0,-23163547#1,129810579#0,23163544#1,23163545#0,23163545#1,23163547#0,23163547#1
road1721,1,129810579#0
road1722,1,23163545#1
road1723,4,-26839386#5,-26839386#6,26839386#5,26839386#6
road1724,1,-26839386#5
road1725,1,26839386#7
road1726,6,-132318682#0,-132318682#1,-132318682#2,132318682#0,132318682#1,132318682#2
road1727,1,132318682#3
road1728,1,17513376#0
road1729,6,234575101#0,234575101#1,38060076#0,38060076#1,669435129#1,669435129#2
road1730,1,38060076#2
road1731,1,39025894#0
road1732,5,234575099#1,234575099#2,234575099#3,39025894#1,39025894#3
road1733,1,39025894#4
road1734,1,607098825
road1735,4,24303203,3319600,49932190#1,49932190#2
road1736,1,24303203
road1737,1,561130616#0
road1738,5,-37725870,37725870,4256146#0,4256146#1,4256147#0
road1739,1,-562623746#2
road1740,1,3319600
road1741,1,4256146#1
road1742,1,4256147#1
road1743,1,4256147#1
road1744,2,-109850082#1,3754140
road1745,1,-33779263
road1746,5,109850046#2,109850046#3,4256091,648541444,665884210
road1747,1,234296720
road1748,6,-228016376,109850046#1,109850058,109850080#0,109850080#1,228016376
road1749,1,-62172903
road1750,2,109850046#1,3754140
road1751,1,109850046#0
road1752,3,109850060,109850065,109850071
road1753,1,109850060
road1754,12,-262591660,-43872913,-63972390#0,-63972390#1,262591660,316805864,316805865,3318926#0,43872913,63972390#0,63972390#1,662534293#0
road1755,1,-30575232#2
road1756,1,262591660
road1757,2,316805865,63972387
road1758,1,3318926#1
road1759,7,-4254008,-534027371#2,3318926#4,4254008,534027370,534027371#2,662534293#0
road1760,1,-4254008
road1761,1,-534027371#1
road1762,1,3318926#1
road1763,1,662534293#0
road1764,1,-4253730#2
road1765,8,-4253740#0,-4254008,-662534292#0,-662534292#1,4253740#0,4254008,662534292#0,662534292#1
road1766,1,-4253829
road1767,1,266640846
road1768,1,4253740#1
road1769,1,4254008
road1770,1,-266640846
road1771,4,-4253827,4253827,425548222,571500819
road1772,2,-534027366#1,425548225#0
road1773,2,534027366#1,571500822
road1774,8,-29046118#0,-29046118#1,-29046118#2,-4253797#0,29046118#0,29046118#1,29046118#2,4253797#0
road1775,1,-534027366#1
road1776,1,29046118#3
road1777,1,4253797#0
road1778,2,-4253811#0,4253811#0
road1779,2,-4253811#0,4253811#2
road1780,5,-2831540#1,-30193920#0,230498742,2831540#1,30193920#0
road1781,1,-2831540#1
road1782,1,-83398075
road1783,1,30193920#2
road1784,5,-38752553#2,-38752553#3,38752553#2,38752553#3,4352113#1
road1785,1,-38752553#2
road1786,1,38752553#5
road1787,1,4352113#1
road1788,7,-120340387,-74012066#1,-74012066#2,120340387,4352113#2,74012066#1,74012066#2
road1789,2,-74012066#0,74012073#0
road1790,1,4352113#3
road1791,1,74012066#3
road1792,2,-74012073#0,74012066#0
road1793,2,-130628449#1,-201756812#2
road1794,20,-130628449#2,-201756812#3,-201756812#4,-201756812#7,-201756812#8,-4254662#1,-4254662#2,-4254662#3,-4254662#4,-4263197#3,130628449#2,201756812#3,201756812#4,201756812#7,201756812#8,4254662#1,4254662#2,4254662#3,4254662#4,4263197#3
road1795,1,-4263197#2
road1796,1,201756812#9
road1797,1,4254662#4
road1798,2,-285590063#0,4254662#5
road1799,4,-285590063#1,-4254662#5,285590063#1,4254662#5
road1800,1,-4254662#4
road1801,2,-166585298#6,4254627#1
road1802,6,-166585298#7,-4254627#0,-4254629,166585298#7,4254627#0,4254629
road1803,1,-4254627#0
road1804,1,166585298#8
road1805,1,-4254638#4
road1806,1,4254638#5
road1807,1,-250328430#0
road1808,15,-250328430#1,-250328430#5,-250328430#6,-4254638#5,-4254638#6,-4254651#0,-4254651#1,250328430#1,250328430#5,250328430#6,2514025#3,4254638#5,4254638#6,4254651#0,4254651#1
road1809,1,-4254638#5
road1810,1,250328430#7
road1811,1,2514025#0
road1812,1,4254651#1
road1813,26,-186578128,-250328427#0,-250328427#2,-250328433#0,-250328433#1,-250328433#2,-624599469#0,-628446081,-76845890#2,186578128,250328427#0,250328427#2,250328433#0,250328433#1,250328433#2,4254649#0,624599469#0,628446079#0,628446079#1,628446081,628446083#0,628446083#1,628446083#2,649331889#1,649331890,76845890#2
road1814,2,-186578128,246647169#0
road1815,1,-250328430#7
road1816,2,-38876078#6,-76845890#2
road1817,1,4254649#4
road1818,1,-17983301
road1819,8,-186578129#0,-186578129#1,-246647169#1,-246647169#2,186578129#0,186578129#1,246647169#1,246647169#2
road1820,3,-246647169#0,186578128,649331889#0
road1821,1,246647169#3
road1822,1,-4839579#0
road1823,2,-4839579#1,4839579#1
road1824,2,186579628,375122441#0
road1825,1,4839579#2
road1826,1,-186579628
road1827,10,-4833033#0,-4839588,-76791058,227390977#1,227390977#2,375122441#1,4833033#0,4839582#0,4839588,76791058
road1828,2,-76791058,4839582#2
road1829,1,227390977#4
road1830,1,4833033#0
road1831,1,-4833033#0
road1832,2,-4833033#1,4833033#1
road1833,1,23088173#0
road1834,1,4833033#2
road1835,1,-4833033#2
road1836,2,174150270#0,5067424#1
road1837,1,174150270#0
road1838,1,-222258280#2
road1839,8,-222258280#4,-222258280#5,-25672358#0,174150270#0,222258280#4,222258280#5,25672358#0,5067424#1
road1840,1,222258280#6
road1841,1,25672358#0
road1842,1,5067424#1
road1843,7,-173303011,-25672358#1,-25672358#2,173303011,25672358#1,25672358#2,364043289#2
road1844,1,-25672358#0
road1845,1,7855348
road1846,5,-383421679,383421679,555579761#1,616810766#0,7855348
road1847,1,173303012
road1848,2,555579761#2,616810766#1
road1849,4,-173303012,-372810577,173303012,372810577
road1850,1,-173303012
road1851,1,372810577
road1852,1,-372810577
road1853,6,-372810768#0,-372810768#1,-372810835,372810768#0,372810768#1,372810835
road1854,1,-372810835
road1855,1,372810768#1
road1856,3,-246288220#0,256859821,593214065
road1857,14,-246288220#1,-246288220#2,-246288220#3,-246288220#4,-655775836,-76371834,246288220#1,246288220#2,246288220#3,246288220#4,4236971,593214065,655775836,76371834
road1858,2,-50883209,246288220#5
road1859,1,-655775836
road1860,2,-246288220#0,8431600#0
road1861,6,-256859820#1,-593214064,256859820#1,256859821,4236971,593214064
road1862,2,246288220#0,4236971
road1863,1,256859820#1
road1864,1,-256859820#1
road1865,12,-256859820#2,-256859820#3,-5904167#1,-651622463,-99954124#0,-99954131#2,256859820#2,256859820#3,5904167#1,651622463,99954124#0,99954131#2
road1866,2,-5904167#0,-99954131#1
road1867,1,99954124#1
road1868,12,-5904857#5,-5904857#6,-5904857#7,-5904857#8,-99954124#2,-99954124#3,5904857#5,5904857#6,5904857#7,5904857#8,99954124#2,99954124#3
road1869,1,-5904857#5
road1870,1,-99954124#1
road1871,2,5904857#8,99954124#3
road1872,6,-260318930#7,-260318930#8,-5923251#0,260318930#7,260318930#8,5923251#0
road1873,1,-260318930#7
road1874,2,-260318930#5,5922813#1
road1875,3,-260318930#6,260318930#6,5922813#0
road1876,1,-616823686#1
road1877,1,260318930#7
road1878,1,5923251#2
road1879,2,-260318930#3,544197087#0
road1880,2,-260318930#4,260318930#4
road1881,1,-76374561
road1882,1,260318930#5
road1883,1,5922813#2
road1884,1,-260318930#0
road1885,10,-260318930#1,-544197087#0,-544197087#1,-5926838#1,-5926838#2,260318930#1,544197087#0,544197087#1,5926838#1,5926838#2
road1886,2,-544197087#0,260318930#3
road1887,1,-76374562
road1888,2,544197087#1,5926838#3
road1889,2,-500547796#0,500547796#0
road1890,1,-5926167
road1891,1,500547796#1
road1892,1,5926840
road1893,1,-5926839#0
road1894,10,-5926839#1,-5926839#3,-5926842#0,-5926842#1,-5926842#2,5926839#1,5926839#3,5926842#0,5926842#1,5926842#2
road1895,1,-5926840
road1896,2,5926839#3,5926842#2
road1897,8,-51567583,-5926835#8,-682173988#1,-682173989,51567583,5926835#8,682173988#1,682173989
road1898,1,-5926835#6
road1899,1,682173988#1
road1900,8,-51567577,-51567578#0,-51567578#1,4369518#2,4369518#3,51567577,51567578#0,51567578#1
road1901,2,-5930228,4369518#4
road1902,3,-5930229,-5930230,-620179830#0
road1903,2,-5930230,5930230
road1904,1,620179830#0
road1905,9,-5929936#1,-5930232#1,-620179830#2,-628156324#1,5929936#1,5929940#0,5930232#1,620179830#2,628156324#1
road1906,2,-5929936#1,5930232#1
road1907,2,-5930232#0,628156324#2
road1908,1,-620179830#0
road1909,2,172860652,5862037#0
road1910,1,5929940#1
road1911,8,-372713645,-372713648#1,-5930233,-628156324#3,372713645,372713648#1,5930233,628156324#3
road1912,2,-628156324#2,5930232#0
road1913,1,372713648#2
road1914,2,5930233,5930235
road1915,16,-2938186#0,-2938186#1,-2938186#2,-373842484#6,-373842484#7,-373842484#8,-38901012,-38901013#0,2938186#0,2938186#1,2938186#2,373842484#6,373842484#7,373842484#8,38901012,38901013#0
road1916,1,-372713648#2
road1917,1,-373842484#5
road1918,1,2938186#3
road1919,1,38901013#1
road1920,15,-2938186#3,-2938186#4,-2938186#5,-4941042#0,-4941042#2,-4941042#5,-4941042#6,244148832,2938186#3,2938186#4,2938186#5,4941042#0,4941042#2,4941042#5,4941042#6
road1921,1,-2938186#3
road1922,1,-4941042#5
road1923,1,-76374571#2
road1924,1,2938186#7
road1925,1,4941042#2
road1926,28,-2938186#7,-2938186#8,-40228071#1,-40228071#2,-40228090#1,-40228090#2,-40228095,-40228099#0,-40228099#1,-40228099#2,-412550747,-4940998#0,-4940998#1,-4940998#2,2938186#7,2938186#8,40228071#1,40228071#2,40228090#1,40228090#2,40228095,40228099#0,40228099#1,40228099#2,412550747,4940998#0,4940998#1,4940998#2
road1927,1,-2938186#7
road1928,4,-40228071#0,-40228090#0,40228071#2,4940998#3
road1929,2,-53803332#2,2938186#8
road1930,3,-40227499#0,40227511,629707314#0
road1931,14,-40227499#1,-40227499#2,-40227499#3,-4417846#2,-4941008#0,-4941008#1,-4941008#3,40227499#1,40227499#2,40227499#3,4417846#2,4941008#0,4941008#1,4941008#3
road1932,1,-4417846#0
road1933,1,4941008#4
road1934,1,-4941008#4
road1935,1,4941008#5
road1936,1,-629707325#0
road1937,1,629707325#1
road1938,1,-26661645#0
road1939,8,-26661645#1,-26661645#2,-26661645#3,-4941028,26661645#1,26661645#2,26661645#3,4941028
road1940,1,451610480#0
road1941,1,-40308128#1
road1942,1,40308128#1
road1943,1,-40308128#1
road1944,4,-40308128#2,-40308128#3,40308128#2,40308128#3
road1945,1,-195008367#11
road1946,6,-29060086#0,-29060086#2,-29060086#4,29060086#0,29060086#2,29060086#4
road1947,14,-24417542#0,-24417542#1,-26785612#9,-26815501#0,-26815503#1,-32263808#0,-32263808#1,24417542#0,24417542#1,26785612#9,26815501#0,26815503#1,32263808#0,32263808#1
road1948,4,-26785612#7,-26815503#1,26815503#1,32263809
road1949,1,24417542#1
road1950,2,26785612#9,32263808#2
road1951,18,-181231793,-24417542#2,-24417542#3,-24417542#5,-32263479#0,-32263479#1,-527688915#0,-527688915#1,-675080638#1,181231793,24417542#2,24417542#3,24417542#5,32263479#0,32263479#1,527688915#0,527688915#1,675080638#1
road1952,1,-24417542#1
road1953,2,-675080638#0,24417542#7
road1954,1,675080637#0
road1955,2,-24417542#7,675080638#0
road1956,14,-24417542#8,-24417542#9,-32261858,-32261859,-4257254#7,-4257254#8,-675080638#0,24417542#8,24417542#9,32261858,32261859,4257254#7,4257254#8,675080638#0
road1957,1,-4257254#6
road1958,2,-675080634#1,4257254#8
road1959,1,24417542#10
road1960,1,-24417542#10
road1961,4,-24417542#11,-24417542#12,24417542#11,24417542#12
road1962,1,24417542#13
road1963,10,-18309856#0,-18309856#1,-224187818#0,-224187818#2,-224187819,18309856#0,18309856#1,224187818#0,224187818#2,224187819
road1964,1,-24417542#13
road1965,1,224187818#3
road1966,6,-161652141#5,-161652141#6,-161652141#7,161652141#5,161652141#6,161652141#7
road1967,1,-161652141#5
road1968,1,161652141#8
road1969,1,23163544#0
road1970,1,-161652141#1
road1971,8,-161652141#2,-161652141#3,-4253997,-4253998,161652141#2,161652141#3,4253997,4253998
road1972,1,161652141#5
road1973,8,-129810579#0,-129810579#1,-41518100#0,-4253988#2,129810579#0,129810579#1,41518100#0,4253988#2
road1974,1,-129810579#0
road1975,1,-26839386#7
road1976,1,-4253988#2
road1977,1,26839386#9
road1978,1,41518100#0
road1979,1,-26839386#9
road1980,10,121934169#1,121988892,17513376#1,17513378#1,292801792,41518101#2,41518101#3,561132269#2,561132269#3,561132269#4
road1981,1,121934169#1
road1982,1,292801791#0
road1983,1,-4253995#1
road1984,1,17513377
road1985,1,234575098#3
road1986,1,38060076#3
road1987,2,-4253993#1,-4256304
road1988,4,-4253993#2,-438321535,4253993#2,438321535
road1989,1,-607098825
road1990,2,4253992,49932193
road1991,1,95208554
road1992,7,-4256185#0,-4256185#1,-95129805#0,24303203,4256185#0,4256185#1,95129805#0
road1993,1,-4256185#0
road1994,1,49932183
road1995,1,6268146
road1996,1,95129805#1
road1997,1,-4255963#2
road1998,4,-4256212,207106769,4256212,495298304
road1999,2,4255963#3,4256211
road2000,1,4256185#0
road2001,1,49932190#0
road2002,4,-33779263,33779263,34018981#0,4256147#1
road2003,1,-4255963#0
road2004,1,33779263
road2005,2,34018981#1,4255963#2
road2006,2,-4255962#0,61730114#1
road2007,6,-4255963#0,216871680#1,36814927#0,36814927#1,4255963#0,61730114#1
road2008,1,36814927#1
road2009,1,4255963#0
road2010,5,-38427087#0,-385085394,38427087#0,385085394,648564129
road2011,1,166364278#0
road2012,1,216871680#0
road2013,1,3319516
road2014,1,4255962#0
road2015,1,4256611
road2016,1,-166585296#3
road2017,6,-166585296#4,-17926244,-3319516,166585296#4,17926244,3319516
road2018,2,-3319516,648564129
road2019,1,534681954
road2020,1,62172903
road2021,8,-166491309,-425548223#0,-425548224,-557689377,166491309,425548223#0,425548224,557689377
road2022,1,-262591660
road2023,1,-534681954
road2024,1,4253730#0
road2025,1,425548223#0
road2026,8,-4253707,-4253730#1,-4253828#0,-4253828#1,4253707,4253730#1,4253828#0,4253828#1
road2027,1,-4253730#0
road2028,1,-681004437#1
road2029,1,4253730#2
road2030,1,681004435
road2031,1,-681004435
road2032,1,3754158#4
road2033,1,3754158#5
road2034,1,681004436#0
road2035,8,-303994872#0,-303994872#1,-4253789#0,-4253789#1,303994872#0,303994872#1,4253789#0,4253789#1
road2036,1,-4253788#1
road2037,1,3754158#7
road2038,1,4253829
road2039,7,-29046118#3,-29057421#0,-4253788#1,29046118#3,29057421#0,3754070,4253788#1
road2040,1,-29046118#3
road2041,1,-4253683
road2042,2,166490649#0,4253788#1
road2043,1,29057421#1
road2044,1,4253920#0
road2045,8,-146590642#1,-146590642#2,-4253920#1,-537859982#1,146590642#1,146590642#2,4253920#1,537859982#1
road2046,1,-146590642#1
road2047,1,-4253920#0
road2048,1,146590642#3
road2049,11,-30193920#2,-30193920#3,-4352297#0,-4352297#1,-45887559#2,30193920#2,30193920#3,4352296,4352297#0,4352297#1,45887559#2
road2050,1,-30193920#2
road2051,1,-45887559#2
road2052,2,146590642#1,4352296
road2053,1,4352297#2
road2054,14,-38752553#5,-38752553#8,-38752553#9,-39939644#1,-45887559#0,-45887559#1,-45887559#2,38752553#5,38752553#8,38752553#9,39939644#1,45887559#0,45887559#1,45887559#2
road2055,1,-38752553#5
road2056,1,-39939644#1
road2057,2,-74012066#3,4263197#0
road2058,1,38752553#10
road2059,1,45887559#2
road2060,4,-4263197#0,-74012066#3,4263197#0,74012066#3
road2061,2,-4263197#0,74012066#3
road2062,1,-74012066#3
road2063,1,4263197#1
road2064,1,-4263197#1
road2065,2,-4340906#0,4340906#3
road2066,6,-4340906#1,-4340906#2,-4340906#3,4340906#1,4340906#2,4340906#3
road2067,1,4263197#2
road2068,1,4340908#0
road2069,4,-201756812#11,-201756812#12,201756812#11,201756812#12
road2070,1,-201756812#9
road2071,1,-4340908#0
road2072,1,201756812#13
road2073,8,-4254683#0,-4254683#1,-4254683#2,-4254683#3,4254683#0,4254683#1,4254683#2,4254683#3
road2074,1,4254683#5
road2075,1,-166585298#0
road2076,12,-166585298#1,-166585298#2,-166585298#3,-166585298#4,-4254638#0,-4254638#1,166585298#1,166585298#2,166585298#3,166585298#4,4254638#0,4254638#1
road2077,2,-4254627#1,166585298#6
road2078,1,4254638#2
road2079,8,-166585297#1,-4254638#3,-4254643,-4255941,166585297#1,4254638#3,4254643,4255941
road2080,1,-4254638#2
road2081,1,-6266181#3
road2082,1,4254638#4
road2083,1,4255915
road2084,1,472247059#0
road2085,1,83173836#0
road2086,7,-4254651#1,166585295#0,166585295#2,4254649#4,4254651#1,83173836#1,83173836#2
road2087,1,-4254651#1
road2088,1,166585295#3
road2089,2,-4255916#0,166585295#4
road2090,2,-246647169#3,649331889#0
road2091,3,20188575,4252510,472247058#1
road2092,2,246647169#3,4252510
road2093,1,4255916#0
road2094,1,-246647169#3
road2095,8,-246647169#4,-246647169#5,-4839579#2,17983297,246647169#4,246647169#5,4252510,4839579#2
road2096,2,-4839579#2,17983297
road2097,1,38770925#0
road2098,3,-157026549#4,-23088175#0,23088175#1
road2099,9,-38770925#0,-38770925#1,227390977#4,227390977#5,227392483,38770925#0,38770925#1,38937226,4255881#0
road2100,1,-38770925#0
road2101,3,157026549#4,227392483,38770925#2
road2102,1,4255881#0
road2103,2,-157026549#3,-23088175#0
road2104,3,-23088175#1,157026549#4,23088175#0
road2105,6,-157026549#1,-157026549#2,-23088173#1,157026549#1,157026549#2,23088173#1
road2106,1,-23088173#0
road2107,1,-23088179#3
road2108,2,157026549#3,23088175#0
road2109,1,23088179#0
road2110,13,-222258280#0,-222258280#1,-23088192#0,-23088192#1,-6009119,-79212461#0,222258280#0,222258280#1,23088192#0,23088192#1,6005702#3,6009119,79212461#0
road2111,1,-23088179#0
road2112,1,222258280#2
road2113,2,23088179#1,23088192#2
road2114,1,79212461#1
road2115,9,-6005700,-6005705,6005700,6005702#0,6005702#1,6005705,79212462#0,79212462#1,79212462#2
road2116,2,-79212461#1,6005702#2
road2117,1,364043289#1
road2118,1,6005701
road2119,22,-24462234#0,-24462234#1,-24462234#2,-2484356,-364043290#1,-364043290#2,-364043290#3,-40927808#0,-40927808#1,157021548#0,157021548#1,24462234#0,24462234#1,24462234#2,2484356,364043290#1,364043290#2,364043290#3,40927808#0,40927808#1,555579764,616810767
road2120,2,-364043290#0,24462234#2
road2121,2,195668287,40927808#1
road2122,1,-40927808#1
road2123,2,-40927808#2,40927808#2
road2124,1,164687435
road2125,1,-164687435
road2126,19,-195363388#0,-195363388#1,-195363388#2,-246288220#7,-32985997#1,-32985997#2,-680813035#0,-680813035#1,-680813035#2,195363388#0,195363388#1,195363388#2,246288220#7,32985997#1,32985997#2,32986006#2,680813035#0,680813035#1,680813035#2
road2127,2,-246288220#6,4984248#0
road2128,1,-372810768#1
road2129,1,38765440
road2130,4,-246288220#5,-246288220#6,246288220#5,246288220#6
road2131,2,-246288220#5,50883209
road2132,1,246288220#6
road2133,1,4984247
road2134,1,4984248#1
road2135,1,4279542
road2136,2,4984246#0,4984248#2
road2137,1,4984246#1
road2138,1,5904165
road2139,11,-5903506#1,-5903506#2,-5904167#0,-5904857#0,-99954131#0,5903506#1,5903506#2,5904167#0,5904857#0,593219470,99954131#0
road2140,1,5903506#2
road2141,2,5904167#0,99954131#1
road2142,12,-185326556,-51567548#0,-51567548#1,-58718481,-5904857#4,-593219849,185326556,51567548#0,51567548#1,58718481,5904857#4,593219849
road2143,1,5904857#5
road2144,1,593219849
road2145,2,5922813#2,5922813#3
road2146,1,5922813#4
road2147,2,-544197087#1,-5926838#3
road2148,10,-544197087#2,-544197087#3,-5926835#0,-5926835#1,-5926835#2,544197087#2,544197087#3,5926835#0,5926835#1,5926835#2
road2149,1,544197087#3
road2150,1,5926835#2
road2151,1,-171692574#2
road2152,24,-171692574#3,-246286029#0,-246286029#1,-246286029#2,-500547790#0,-500547790#1,-500547790#2,-500547796#2,-56406168#0,-56406168#1,-5926835#2,-5926835#3,171692574#3,246286029#0,246286029#1,246286029#2,500547790#0,500547790#1,500547790#2,500547796#2,56406168#0,56406168#1,5926835#2,5926835#3
road2153,1,-238386704#8
road2154,1,-500547796#1
road2155,1,-5926835#2
road2156,2,56406168#1,5926835#4
road2157,1,-171692151#1
road2158,8,-329389064#0,-56406168#2,-5926835#5,-5926839#4,329389064#0,56406168#2,5926835#5,5926839#4
road2159,2,-56406168#1,-5926835#4
road2160,2,-5926839#3,-5926842#2
road2161,1,329389064#1
road2162,1,5926835#6
road2163,4,-329389064#1,329389064#1,5827501#0,5926949#0
road2164,1,-329389064#1
road2165,1,329389064#6
road2166,1,5827501#1
road2167,1,5926949#1
road2168,10,-172861411#0,-172861411#1,-329389064#7,-329389064#8,-329389064#9,172861411#0,172861411#1,329389064#7,329389064#8,329389064#9
road2169,1,-329389064#6
road2170,2,172861409,329389064#9
road2171,1,5930228
road2172,10,-172860654#0,-172860654#1,-172861407,-329389064#11,-584351055#1,172860654#0,172860654#1,172861407,329389064#11,584351055#1
road2173,2,-172861409,-329389064#9
road2174,1,-584351055#0
road2175,1,172860654#2
road2176,3,5930229,5930230,620179830#0
road2177,1,-172860652
road2178,6,-172860653#0,-172860653#1,172860653#0,172860653#1,5862037#0,5862037#1
road2179,1,172860650#0
road2180,1,584351055#0
road2181,2,-38901013#1,38901013#1
road2182,1,-38901013#1
road2183,1,38901013#2
road2184,2,-4940989#1,-4941042#2
road2185,8,-4940989#2,-4941042#3,-4941042#4,-4941042#5,4940989#2,4941042#3,4941042#4,4941042#5
road2186,1,4941042#5
road2187,12,-40228071#0,-40228090#0,-4940989#1,-4941042#2,-629707301#0,-629707301#1,40228071#0,40228090#0,4940989#1,4941042#2,629707301#0,629707301#1
road2188,4,-40228071#2,-4940998#3,40228071#0,40228090#0
road2189,1,-4940988
road2190,1,-4941042#2
road2191,2,40493364,4940998#4
road2192,2,4940989#1,4941042#2
road2193,2,-40227499#0,40227499#0
road2194,3,-40227511,-629707314#0,40227499#0
road2195,2,-40493364,-4940998#4
road2196,1,-4941000
road2197,6,-629707308#0,-629707308#1,-629707314#1,629707308#0,629707308#1,629707314#1
road2198,1,629707308#1
road2199,2,-40227499#0,40227499#0
road2200,2,-40227499#0,40227499#0
road2201,1,-4941003#1
road2202,2,-4005739#2,4005739#2
road2203,1,-4005739#2
road2204,1,4005739#2
road2205,1,-4005739#2
road2206,1,-451610480#0
road2207,8,-451610480#1,-5600551,-618395010#0,-618395010#1,451610480#1,5600551,618395010#0,618395010#1
road2208,2,-4940882#3,4940849#0
road2209,1,-629707325#1
road2210,2,40308128#0,618395010#1
road2211,2,-40308128#0,-618395010#1
road2212,1,-4940946#1
road2213,1,-4940952
road2214,4,-4940955,-618395010#1,4940955,618395010#1
road2215,1,40308128#1
road2216,1,618395010#2
road2217,1,-4940952
road2218,1,4940952
road2219,6,-4940950#0,-4940950#1,-4940952,4940950#0,4940950#1,4940952
road2220,1,-4940950#0
road2221,1,4940952
road2222,1,22925222#0
road2223,1,-22925222#0
road2224,2,-22925222#1,22925222#1
road2225,1,22925222#2
road2226,1,-26785612#5
road2227,11,-26785612#6,-26785612#7,-26815503#0,-26815503#1,-26815503#2,26785612#6,26785612#7,26815503#0,26815503#1,26815503#2,4257257
road2228,4,-26815503#1,-32263809,26785612#7,26815503#1
road2229,2,-26785895#0,26785895#3
road2230,4,-26785895#1,-26785895#2,26785895#1,26785895#2
road2231,1,-26785896
road2232,14,-26785895#3,-26785895#4,-32261855#0,-32261855#1,-4257254#3,-4257254#4,-4257254#5,26785895#3,26785895#4,32261855#0,32261855#1,4257254#3,4257254#4,4257254#5
road2233,2,-26785895#3,26785895#0
road2234,1,-4257254#3
road2235,1,4257254#6
road2236,2,-26785782#1,26785782#1
road2237,1,-26785782#1
road2238,14,-207529550#0,-224187818#5,-26785782#0,-26785782#1,-26785783,-4257235#0,-4257235#1,207529550#0,224187818#5,26785782#0,26785782#1,26785783,4257235#0,4257235#1
road2239,1,-224187818#3
road2240,1,207529550#1
road2241,1,26785782#1
road2242,1,4257235#2
road2243,1,4257241#0
road2244,1,-4257241#0
road2245,6,-4257241#1,-4257241#2,-4257242#0,4257241#1,4257241#2,4257242#0
road2246,1,4257242#1
road2247,1,-4257242#1
road2248,5,-4257242#2,-643025283#0,360934007#2,4257242#2,643025283#0
road2249,15,-161652141#0,-24936260#0,-24936260#1,-24936260#2,-24936260#3,-4253988#0,-4253988#1,161652141#0,24936260#0,24936260#1,24936260#2,24936260#3,41518102#2,4253988#0,4253988#1
road2250,1,161652141#1
road2251,1,24936218#1
road2252,1,26294450#1
road2253,1,311804827#0
road2254,1,4253988#2
road2255,1,-41518100#0
road2256,15,-41518100#1,-41518100#2,-4253994#0,-4253994#1,-4253994#2,26294450#2,292801791#1,314436317#0,41518100#1,41518100#2,41518101#1,41910721#1,4253994#0,4253994#1,4253994#2
road2257,1,314436317#2
road2258,1,41518101#1
road2259,1,-4253995#0
road2260,2,-4253995#1,4253995#1
road2261,1,4253995#1
road2262,6,-4253993#0,-4253996,-49932186#0,4253993#0,4253996,49932186#0
road2263,1,-49932186#0
road2264,2,17513379,4253991
road2265,2,4253993#1,4256304
road2266,1,-4253992
road2267,8,-438328556#0,-438328556#1,-49932196#0,-95129805#1,438328556#0,438328556#1,49932196#0,95129805#1
road2268,1,-49932193
road2269,1,-49932197#0
road2270,1,-95129805#1
road2271,2,4253992,49932196#1
road2272,6,-207106607,-4255962#2,-4255963#4,207106607,4255962#2,4255963#4
road2273,1,-4255962#2
road2274,2,-4255963#3,-4256211
road2275,1,-6268146
road2276,1,303559642
road2277,1,49932197#0
road2278,1,-4255962#0
road2279,2,-4255962#1,4255962#1
road2280,2,4255962#2,495298306
road2281,1,-534676024#1
road2282,10,-534676028,-546461336,-546461337,-98977079,4255960,495724025,534676028,546461336,546461337,98977079
road2283,2,-98977079,84697865#0
road2284,2,4255962#0,495724026
road2285,20,-166364278#0,-166364278#1,-166364278#2,-166364279#0,-166364279#1,-166364279#2,-84697865#1,-84697865#2,-84697865#3,-98977079,166364278#0,166364278#1,166364278#2,166364279#0,166364279#1,166364279#2,84697865#1,84697865#2,84697865#3,98977079
road2286,1,-166364278#0
road2287,1,-304095757#1
road2288,2,-84697865#0,98977079
road2289,1,166364279#3
road2290,2,-166585296#2,-39901110
road2291,6,-166585296#3,-304095757#0,-4256611,166585296#3,304095757#0,4256611
road2292,1,-4256611
road2293,1,166585296#3
road2294,1,304095757#1
road2295,12,-166585296#0,-166585296#1,-39901109#0,-39901110,-425548223#0,-425548223#1,166585296#0,166585296#1,39901109#0,39901110,425548223#0,425548223#1
road2296,2,-17926245,39901109#0
road2297,1,-425548223#0
road2298,2,166585296#2,39901110
road2299,1,286754711#0
road2300,22,-141351326#0,-141351326#1,-155724658,-155724660,-286754711#1,-286754711#2,-29077294,-3319517,-627750567,-681004436#1,-681004437#0,141351326#0,141351326#1,155724658,155724660,286754711#1,286754711#2,29077294,3319517,627750567,681004436#1,681004437#0
road2301,1,-286754711#0
road2302,2,-6246733,76841144
road2303,1,-681004436#0
road2304,1,262591658#0
road2305,1,627750568
road2306,1,681004437#1
road2307,4,-76841144,3754158#2,3754158#3,76841144
