CONNECTION ID,# EDGES,EDGE IDS
road143,12,-127605062#0,-127605062#1,-157610626#5,-157610626#6,-207671968#0,-207671968#1,127605062#0,127605062#1,157610626#5,157610626#6,207671968#0,207671968#1
road144,1,-157610626#4
road145,1,-207671967#1
road146,1,157610607#0
road147,1,157610626#7
road148,1,-11200652
road149,1,-157610607#0
road150,6,-157610607#1,-210605784,-210605785,157610607#1,210605784,210605785
road151,1,157610607#2
road152,1,210605791
road153,1,-157610607#2
road154,1,157610607#2
road155,1,-11201353
road156,4,-127605060,-210605814,127605060,210605814
road157,1,-157610607#2
road158,1,127605059
road159,1,210605814
road160,1,-127605032#1
road161,4,-127605059,-135787537,127605059,135787537
road162,1,-127605059
road163,1,135787537
road164,1,-157848192
road165,2,-78390876,78390876
road166,1,-11185013
road167,4,-11199390,-157848192,11199390,157848192
road168,1,-11199390
road169,1,157848192
road170,1,77691298#0
road171,1,-11185013
road172,1,11185013
road173,2,-11180735,11180735
road174,2,-11180735,-11185013
road175,1,11180735
road176,1,11185013
road177,6,-73540502#1,-73540502#2,-73540502#3,73540502#1,73540502#2,73540502#3
road178,1,-73540502#1
road179,2,11180735,11185013
road180,1,620891605#1
road181,8,-11196143,-73540509#8,-78390897,11196143,209187375,47528845,73540509#8,78390897
road182,1,-73540509#8
road183,1,209187373
road184,1,78390897
road185,5,-11189849,-157704350,11189849,157704350,209187374
road186,1,-157704353
road187,1,11189849
road188,1,209187373
road189,1,47528845
road190,4,-11176282,-157704341,11176282,157704341
road191,1,-214485749#4
road192,1,157704353
road193,1,210709360
road194,1,-214485749#1
road195,4,-214485749#2,-214485749#3,214485749#2,214485749#3
road196,1,11182364
road197,1,214485749#4
road198,1,-157391058
road199,4,-157704361,-214485749#0,157704361,214485749#0
road200,1,11181861
road201,1,214485749#1
road202,8,-11189305,-157391058,-47030221#3,-47030221#4,11189305,157391058,47030221#3,47030221#4
road203,1,-47030221#2
road204,1,157391058
road205,1,157391110
road206,4,-47030221#0,-47030221#1,47030221#0,47030221#1
road207,2,-47030221#0,47030230#0
road208,1,11187636
road209,1,47030221#2
road210,9,-47030221#0,11199864#0,11199864#1,11199864#2,127456770#0,207671969,47030217,47030221#0,47030230#0
road211,1,11199864#2
road212,2,47030217,47030221#0
road213,1,47030229
road214,1,11199864#2
road215,2,207671969,47030223#0
road216,1,207671969
road217,1,32086491-AddedOffRampEdge
road218,1,49887050
road219,1,46981021
road220,1,47030223#0
road221,1,548660523
road222,2,49887152#1,548660523
road223,2,49887152#1-AddedOffRampEdge,548660523
road224,3,49887152#0,49887152#1,700576935#0
road225,2,49887152#1,700576935#0
road226,1,47030225
road227,1,47030225
road228,1,49887154#0
road229,1,84084528#0
road230,1,-84084528#0
road231,6,-11183460,-127605051#0,-75252154,11183460,127605051#0,75252154
road232,1,-215486793#10
road233,1,11183460
road234,1,127605051#0
road235,2,-11183460,11183460
road236,1,-11183460
road237,1,11183460
road238,2,-157610636#3,157610636#3
road239,1,-157610636#3
road240,1,157610639
road241,1,-157610636#2
road242,1,11185380
road243,1,157610636#3
road244,1,-11185380
road245,1,-157610642#2
road246,2,-210605839,210605839
road247,1,157391095#0
road248,1,210605837
road249,1,-157391095#0
road250,2,-157391095#1,157391095#1
road251,1,-157610626#3
road252,1,157391103#0
road253,1,157610626#4
road254,2,-157391103#0,157391103#0
road255,1,-157391103#0
road256,1,11200652
road257,1,157391103#1
road258,1,-157391103#1
road259,1,-210605792
road260,2,-210605793,210605793
road261,1,157391103#2
road262,1,-157391103#2
road263,1,11201353
road264,1,157391103#3
road265,12,-127605032#0,-127605037#4,-157391087,-157391090#0,-157391090#1,-157391106#0,127605032#0,127605037#4,157391087,157391090#0,157391090#1,157391106#0
road266,1,-127605037#3
road267,1,-157391103#3
road268,1,127605032#1
road269,1,157391106#1
road270,4,-157391106#1,-210605415,157391106#1,210605415
road271,1,-157391106#1
road272,1,-210605415
road273,1,647006180
road274,1,-647006180
road275,1,-128955526#0
road276,14,-128955526#1,-150283313#0,-150283313#1,-28715510#0,-28715510#1,-28715510#2,128955526#1,150283311,150283312,150283313#0,150283313#1,28715510#0,28715510#1,28715510#2
road277,1,-150283313#0
road278,1,150283313#0
road279,1,-150283313#0
road280,1,11199390
road281,1,150283313#0
road282,1,-11199390
road283,4,-33763732,-69558917,33763732,69558917
road284,2,-33763732,-69558917
road285,1,33763732
road286,1,69558917
road287,1,-11193062#1
road288,4,-69558917,-73540502#0,69558917,73540502#0
road289,1,-77689380#6
road290,2,33763732,69558917
road291,1,73540502#1
road292,1,11193062#1
road293,2,-73540486,73540486
road294,1,-73540486
road295,1,209187374
road296,1,207671977#1-AddedOnRampEdge
road297,1,207671977#1-AddedOnRampEdge
road298,1,47030229
road299,6,11199864#4,207671977#0,32086372#0-AddedOffRampEdge,32086372#1,47030229,80664959#0
road300,2,11199864#4,32086372#1
road301,1,32086372#0
road302,1,47030223#0
road303,1,47030229
road304,2,-47030228#1,46981021
road305,2,32086372#0,47030223#0
road306,1,32086492
road307,3,47030223#0,49887156#0,548660521#0
road308,1,548660521#1
road309,1,-213546054#0
road310,9,-213546054#1,-213546055,209187390,213546054#1,213546055,46981021,49887156#1,49887156#2,75274322#0
road311,2,46981021,47030228#1
road312,1,75274322#0
road313,1,-213546054#0
road314,1,213546054#0
road315,13,-11182994,-127456779#0,-127456779#1,-43990548#0,-43990548#1,-49887151#0,104081864#1,11182994,127456779#0,127456779#1,43990548#0,43990548#1,49887151#0
road316,2,-49887154#1,47030227
road317,1,213546054#0
road318,1,49887151#1
road319,1,49887152#0
road320,1,-49887154#0
road321,1,47030227
road322,1,49887154#1
road323,1,-215486793#9
road324,1,215486793#10
road325,2,-157610636#1,157610636#1
road326,1,-157610636#1
road327,1,11188282
road328,1,157610636#2
road329,1,-11188282
road330,1,-157610642#1
road331,2,-210605476,210605476
road332,1,157610642#2
road333,1,210605482#0
road334,4,-157610585,-210605482#1,157610585,210605482#1
road335,1,-157610626#2
road336,1,-210605482#0
road337,1,157610585
road338,1,157610626#3
road339,1,-157610585
road340,1,157610585
road341,1,-157610585
road342,1,-210605802
road343,2,-215344921,215344921
road344,1,210605474
road345,1,210605792
road346,1,-210605474
road347,2,-210605479,210605479
road348,1,210605488
road349,1,-127605037#2
road350,1,-210605488
road351,1,127605037#3
road352,1,215344909
road353,1,-11186207#2
road354,8,-11186207#3,-210605409,-210605471,-210605491#0,11186207#3,210605409,210605471,210605491#0
road355,1,-215344909
road356,1,210605415
road357,2,-150283313#0,150283313#0
road358,1,-150283313#0
road359,1,150283313#0
road360,1,-128955526#0
road361,2,-150283313#0,150283313#0
road362,1,-150283313#0
road363,1,128955526#0
road364,1,150283313#0
road365,4,-11198418#0,-69558917,11198418#0,69558917
road366,1,-33763732
road367,1,-69558917
road368,1,11198418#1
road369,1,11199390
road370,1,-69558917
road371,2,-77691295,77691295
road372,1,-77691295
road373,1,69558917
road374,1,77691295
road375,1,-210709388#2
road376,1,-77689380#5
road377,2,-77691295,77691295
road378,1,77689380#6
road379,1,77691295
road380,1,-11193062#1
road381,2,-11199536,-210709388#1
road382,2,-210709388#2,210709388#2
road383,1,210709388#2
road384,2,-11193062#1,11193062#1
road385,1,-11193062#1
road386,1,11193062#1
road387,2,-11193062#0,11193062#0
road388,1,-11193062#0
road389,1,-210709321#2
road390,1,11193062#1
road391,2,-73540486,73540486
road392,1,-73540486
road393,1,73540486
road394,7,207671977#1,207671977#1-AddedOnRampEdge,32086372#0,32086372#0-AddedOffRampEdge,548660518,548660521#1,548660521#1-AddedOffRampEdge
road395,2,207671977#1,548660521#1-AddedOffRampEdge
road396,1,32086372#0-AddedOffRampEdge
road397,1,548660518
road398,3,-49887151#2,49887151#2,75274322#0
road399,1,-49887151#2
road400,2,49887151#2,75274322#1
road401,6,-11181872#0,-11181872#1,-49887151#2,11181872#0,11181872#1,49887151#2
road402,1,-11181872#0
road403,1,-49887151#1
road404,1,11181872#1
road405,1,49887151#2
road406,5,-11181872#1,-11181872#2,104081864#0,11181872#1,11181872#2
road407,1,-11181872#1
road408,1,104081864#0
road409,1,213546069
road410,1,-213546069
road411,1,213546069
road412,1,-213546069
road413,1,209747665
road414,8,-209747665,-215486793#7,-215486793#8,209747665,215486793#7,215486793#8,610996533#1,610996590
road415,1,-209747665
road416,1,-215486793#7
road417,1,215486793#9
road418,1,610996533#1
road419,3,-610996546,610996533#1,610996546
road420,1,610996598
road421,1,556381104
road422,1,556381104
road423,1,556381104
road424,6,-11181868#0,-157610636#0,-157610636#1,11181868#0,157610636#0,157610636#1
road425,1,-157610606
road426,1,-73541775
road427,1,11181868#1
road428,1,157610636#1
road429,1,-11181868#1
road430,1,-157610642#0
road431,1,157391136#0
road432,1,157610642#1
road433,6,-157391134,-157391135,-157391136#1,157391134,157391135,157391136#1
road434,1,-157391136#0
road435,1,-157610626#1
road436,1,157391135
road437,1,157610626#2
road438,1,-11181062
road439,1,-157391135
road440,1,157391141#0
road441,1,-11197289
road442,1,-157391141#0
road443,1,157391141#1
road444,1,210605802
road445,1,-157391141#1
road446,1,157391141#2
road447,1,43990557
road448,1,-127605037#1
road449,1,-157391141#2
road450,1,127605037#2
road451,1,215344928#0
road452,1,-11186207#1
road453,1,-215344928#0
road454,1,11186207#2
road455,1,215344928#1
road456,1,-215344928#1
road457,1,215344928#1
road458,1,-215344928#1
road459,1,-128955526#0
road460,1,128955526#0
road461,1,-11198418#1
road462,6,-11198418#2,-128955526#0,-210709387,11198418#2,128955526#0,210709387
road463,2,-128955526#0,11198418#2
road464,1,-210709387
road465,1,128955526#0
road466,6,-210709387,-214485744,-77691295,210709387,214485744,77691295
road467,1,-214485744
road468,1,-77691295
road469,1,210709387
road470,1,-77689380#5
road471,1,77689380#5
road472,2,-11199536,11199536
road473,1,-11199536
road474,1,-210709388#1
road475,2,11199536,210709388#1
road476,1,-210709321#1
road477,1,-210709388#0
road478,1,210709321#2
road479,1,210709388#1
road480,2,-11172277,11172277
road481,1,-11172277
road482,1,-77691297
road483,1,210709388#0
road484,2,-11193062#0,11193062#0
road485,1,-11193062#0
road486,1,11193062#0
road487,4,-11193062#0,-215958378#3,11193062#0,215958378#3
road488,1,-215958378#3
road489,1,11193062#0
road490,1,73540486
road491,5,-49887157,207671977#1,49887157,548660518,548660521#1-AddedOffRampEdge
road492,3,-49887157,140046373,32086486
road493,1,49887157
road494,1,548660518
road495,6,-127605042#0,-127605042#1,-49887157,127605042#0,127605042#1,49887157
road496,1,-49887157
road497,1,127605042#1
road498,10,-11181872#0,-127605042#1,-127605042#2,-49887151#3,11181872#0,127605042#1,127605042#2,43990515#0,43990515#1,49887151#3
road499,1,-127605042#1
road500,1,-49887151#2
road501,1,11181872#0
road502,1,43990515#2
road503,2,-11181872#0,11181872#0
road504,1,-11181872#0
road505,1,11181872#0
road506,2,-210605758,210605758
road507,1,-210605758
road508,1,548635880#2
road509,2,-210605753,210605753
road510,1,-210605765
road511,1,210605758
road512,1,-210605755
road513,2,-210605761,210605761
road514,1,210605765
road515,3,-11189816,11189816,610996533#1
road516,1,-215486793#5
road517,1,210605755
road518,2,215486793#7,610996533#1
road519,1,610996580
road520,1,610996533#0
road521,1,610996580
road522,5,-596409662,-610996561,596409662,610996533#0,610996561
road523,1,556381099
road524,1,610996533#0
road525,1,610996561
road526,1,556381099
road527,1,556381104
road528,1,610996515
road529,5,-11191625#0,11191625#0,610996520,610996526,610996529
road530,1,-210605519
road531,1,11191625#1
road532,1,556381104
road533,1,610996520
road534,1,-11191625#1
road535,1,11191625#1
road536,6,-11191625#1,-73540494,-73541775,11191625#1,73540494,73541775
road537,1,-11191625#1
road538,1,-73540494
road539,1,73541775
road540,1,-157610606
road541,1,157610606
road542,1,-157610642#0
road543,1,157610642#0
road544,1,-157610626#1
road545,1,157610626#1
road546,1,-11181062
road547,1,11181062
road548,1,-11197289
road549,1,11197289
road550,1,-43990557
road551,1,43990557
road552,1,-127605031
road553,2,-127605037#0,127605037#0
road554,1,11197588
road555,1,127605037#1
road556,1,-11186207#0
road557,1,-11197588
road558,1,11186207#1
road559,1,210605572
road560,1,-210605572
road561,1,210605572
road562,1,-210605572
road563,2,-11198418#2,128955526#0
road564,2,-128955526#0,128955526#0
road565,1,-43678526#1
road566,1,-67472169#1
road567,2,-67472169#2,67472169#2
road568,1,214485744
road569,1,-210709301#2
road570,1,-77689380#3
road571,2,-77689380#4,77689380#4
road572,1,77689380#5
road573,1,-210709301#1
road574,1,11199536
road575,1,210709301#2
road576,1,-157634775#1
road577,6,-157634776,-210709319,-210709321#0,157634776,210709319,210709321#0
road578,1,-210709301#0
road579,1,210709301#1
road580,1,210709321#1
road581,2,-11172277,11172277
road582,1,-210709300
road583,1,11172277
road584,1,210709301#0
road585,1,-11193961
road586,1,210709300
road587,1,77691297
road588,6,-11193961,-215958378#2,-215958378#3,11193961,215958378#2,215958378#3
road589,1,-215958378#2
road590,1,11193961
road591,1,215958378#3
road592,1,47030373
road593,1,47030380
road594,1,157849050
road595,2,32086486,548660518
road596,1,32086486
road597,1,49887048
road598,2,49887157,548660518
road599,1,-157849050
road600,2,-157849055#0,157849055#0
road601,1,157849055#1
road602,1,-157849055#1
road603,7,-157849055#2,-548635879#0,157849055#2,43990515#3,47528841#0,47528841#1,548635879#0
road604,1,47528841#2
road605,1,548635879#1
road606,1,-548635879#1
road607,2,-548635879#2,548635879#2
road608,1,548635879#3
road609,6,-47528842#0,-548635879#4,11188947#9,47528842#0,548635879#4,548635880#0
road610,1,-548635879#3
road611,1,47528842#1
road612,1,548635880#1
road613,1,-47528842#1
road614,1,47528842#1
road615,1,-11198369
road616,1,-47528842#1
road617,2,-47528842#2,47528842#2
road618,1,47528842#2
road619,8,-215359987#0,-215486793#3,-215486793#4,-47528842#3,215359987#0,215486793#3,215486793#4,47528842#3
road620,1,-215486793#2
road621,1,-47528842#2
road622,1,215359987#1
road623,1,215486793#5
road624,1,-11193556
road625,1,-215359987#1
road626,1,215359987#2
road627,1,-215359987#2
road628,4,-610996550,-610996561,610996550,610996561
road629,1,-610996561
road630,1,215359987#3
road631,2,-11193855,-215359984
road632,1,-215359987#3
road633,2,-215359987#4,215359987#4
road634,1,215359987#5
road635,7,-157849047#0,-157849047#1,-210605521,157849047#0,157849047#1,210605521,556381108
road636,1,-210605517
road637,1,-215359987#5
road638,1,157849052
road639,2,210605519,556381108
road640,1,-157849052
road641,1,-157849900
road642,1,157849054#0
road643,1,-157849054#0
road644,4,-210605630,-73540494,210605630,73540494
road645,1,-210605630
road646,1,157849054#1
road647,1,73540494
road648,2,-157610620#0,157610620#0
road649,1,-157849054#1
road650,1,-210585024#2
road651,1,157610606
road652,1,157610620#1
road653,1,-157610620#1
road654,2,-213546068,213546068
road655,1,-213546068
road656,1,157610642#0
road657,1,157849049
road658,12,-157610624#0,-157610624#1,-157610624#2,-157610624#3,-157610626#0,-44076815#8,157610624#0,157610624#1,157610624#2,157610624#3,157610626#0,44076815#8
road659,1,-157849049
road660,1,-44076815#7
road661,1,157610624#4
road662,1,157610626#1
road663,1,-157610624#4
road664,1,11181062
road665,1,157610624#5
road666,1,-157610624#5
road667,2,-157610624#6,157610624#6
road668,1,-213579725#7
road669,1,11197289
road670,1,157610624#7
road671,1,-11190726#1
road672,1,-157610624#7
road673,1,-43990557
road674,1,157610624#9
road675,6,-127605030,-135787542#1,-157610624#9,127605030,135787542#1,157610624#9
road676,1,-135787542#1
road677,1,-157610624#9
road678,1,127605031
road679,1,75252149
road680,2,-210605648#0,210605648#0
road681,1,-75252149
road682,1,11186207#0
road683,1,210605648#1
road684,4,-210605408,-210605633,210605408,210605633
road685,1,-210605648#1
road686,1,-215591346#1
road687,2,-11178932,11178932
road688,1,-11178932
road689,1,-11204061#1
road690,1,213657208
road691,4,-11178932,-43678526#1,11178932,43678526#1
road692,1,-43678526#1
road693,1,11178932
road694,1,43678526#1
road695,1,-157634773
road696,1,-67472169#0
road697,1,67472169#1
road698,4,-157634773,-210709304,157634773,210709304
road699,1,-210709303
road700,1,-77689380#2
road701,1,157634773
road702,1,77689380#3
road703,1,-11198654#1
road704,1,210709303
road705,1,-11198654#0
road706,1,-157634775#0
road707,1,11198654#1
road708,1,157634775#1
road709,2,-11198654#0,11198654#0
road710,1,-11198654#0
road711,1,11198654#0
road712,1,-11198654#0
road713,1,11198654#0
road714,6,-11198654#0,-215958378#1,-215958378#2,11198654#0,215958378#1,215958378#2
road715,1,-215958378#1
road716,1,11198654#0
road717,1,215958378#2
road718,1,47030380
road719,1,32086486
road720,2,47026710,548660518
road721,1,47528841#3
road722,4,-11180468,11180468,11188947#6,11188947#7
road723,1,11180468
road724,1,11188947#8
road725,1,-11180468
road726,1,-11198369
road727,1,11198369
road728,1,-215486793#2
road729,1,215486793#2
road730,1,-11193556
road731,1,11193556
road732,4,-11205349,-215958381#0,11205349,215958381#0
road733,3,-11205349,-215958381#0,215958381#1
road734,1,-215359984
road735,2,11193855,215359984
road736,4,-210605512,-210605514,210605512,210605514
road737,1,-210605525
road738,1,210605517
road739,4,-157849882,-213546058,157849882,213546058
road740,1,-157849897
road741,1,157849900
road742,1,-11194117
road743,2,-210605627,210605627
road744,1,210605630
road745,1,-210585024#2
road746,1,210585024#2
road747,1,-213546068
road748,1,213546068
road749,2,-11203636#0,11203636#0
road750,1,-44076815#6
road751,1,11203636#0
road752,1,44076815#7
road753,1,-11203636#0
road754,1,11203636#0
road755,1,-11203636#0
road756,1,-213579725#6
road757,1,11203636#1
road758,1,213579725#7
road759,1,-11190726#0
road760,1,-11203636#1
road761,1,11190726#1
road762,1,11203636#2
road763,1,-104081860#3
road764,1,-11203636#2
road765,2,-135787542#0,135787542#0
road766,1,11203637#0
road767,1,135787542#1
road768,1,-11203637#0
road769,1,11203637#0
road770,1,-11203637#0
road771,2,-11203637#1,11203637#1
road772,1,-215591346#0
road773,1,215591346#1
road774,1,-213657208
road775,1,213657208
road776,2,-11204061#1,11204061#1
road777,1,-11204061#1
road778,1,11204061#1
road779,1,-43678526#1
road780,1,43678526#1
road781,1,-67472169#0
road782,1,67472169#0
road783,1,-11181275
road784,2,-210709309,210709309
road785,1,-77689380#1
road786,1,77689380#2
road787,1,-11181275
road788,1,11181275
road789,1,-210709310
road790,2,-214485747#0,-67472165#0
road791,8,-214485747#1,-67472165#1,-67472165#2,-77691294,214485747#1,67472165#1,67472165#2,77691294
road792,1,11181275
road793,1,157634775#0
road794,8,-210709308,-210709386,-213613324,-77691300#1,210709308,210709386,213613324,77691300#1
road795,1,-210709386
road796,1,-77691300#0
road797,1,210709310
road798,1,-11181276
road799,2,-210709375,210709375
road800,1,-77689383
road801,1,77691300#0
road802,1,-11181276
road803,1,11181276
road804,4,-11181276,-215958378#1,11181276,215958378#1
road805,1,-215958378#0
road806,1,11181276
road807,1,215958378#1
road808,3,32086421,32086427,49887049
road809,3,32086427,32086486,49887049
road810,1,548660518
road811,1,47026710
road812,1,47026710
road813,4,-11203072#0,11203072#0,47528841#4,47528841#5
road814,1,11203072#0
road815,1,47528841#6
road816,1,-11203072#0
road817,2,-11203072#1,11203072#1
road818,1,11203072#2
road819,5,-11203072#2,-215958382#0,11188947#4,11203072#2,215958382#0
road820,1,-11203072#2
road821,1,11188947#5
road822,1,215958382#0
road823,1,-215958382#0
road824,1,215958382#1
road825,1,-215958382#1
road826,2,-215958382#2,215958382#2
road827,1,-67523969#2
road828,1,11198369
road829,1,215958382#3
road830,1,-215486793#1
road831,1,-215958382#3
road832,1,215359990
road833,1,215486793#2
road834,2,-215359990,215359990
road835,1,-215359990
road836,1,11193556
road837,1,215958381#0
road838,4,-215359992#0,-215958381#2,215359992#0,215958381#2
road839,1,-215958381#0
road840,3,-215958381#1,11205349,215958381#0
road841,1,215359992#0
road842,6,-11187702,-11203071#0,-215359992#0,11187702,11203071#0,215359992#0
road843,1,-215359992#0
road844,1,11203071#1
road845,1,215359984
road846,1,215359992#1
road847,2,-11202782,11202782
road848,1,-11203071#1
road849,1,11203071#2
road850,1,210605525
road851,8,-11203071#2,-11203071#3,-157849903#2,-215360001,11203071#2,11203071#3,157849903#2,215360001
road852,1,-11203071#2
road853,1,-157849903#1
road854,1,11203071#3
road855,1,157849897
road856,1,-11203071#3
road857,1,11194117
road858,1,11203071#4
road859,1,-11203071#4
road860,1,-210585024#1
road861,1,11203071#5
road862,1,210585024#2
road863,8,-11203071#5,-11203071#6,-213546068,-686104649#4,11203071#5,11203071#6,213546068,686104649#4
road864,1,-11203071#5
road865,1,-686104649#4
road866,1,11203071#6
road867,1,213546068
road868,6,-11203071#6,-215344920#0,-44076815#5,11203071#6,215344920#0,44076815#5
road869,1,-11203071#6
road870,1,-44076815#4
road871,1,215344920#0
road872,1,44076815#6
road873,1,-215344920#0
road874,1,215344920#0
road875,1,-213579725#4
road876,4,-213579725#5,-213579725#6,213579725#5,213579725#6
road877,1,-215344920#0
road878,2,11203585,215344920#1
road879,1,213579725#6
road880,2,-11203585,-215344920#1
road881,1,11190726#0
road882,2,11203585,215344920#2
road883,1,-104081860#0
road884,2,-104081860#2,104081860#2
road885,2,-11203585,-215344920#2
road886,1,104081860#3
road887,1,11203074#0
road888,1,-11203074#0
road889,1,11203074#0
road890,1,-11203074#0
road891,1,-210605418
road892,1,11203074#1
road893,1,215591346#0
road894,1,-11203074#1
road895,1,-151021365
road896,4,-210709396#0,-213657210,210709396#0,213657210
road897,1,-213657210
road898,2,-213657210,213657210
road899,1,-213657210
road900,1,213657210
road901,2,-213657210,213657210
road902,1,-213657210
road903,1,213657210
road904,4,-11191850,-213657212#2,11191850,213657212#2
road905,1,-11191850
road906,1,-213657208
road907,1,-213657212#1
road908,1,213657210
road909,2,-11191850,11191850
road910,1,-11204061#0
road911,1,11191850
road912,1,11204061#1
road913,1,-43678526#1
road914,1,43678526#1
road915,1,-11194164
road916,1,67472169#0
road917,1,-77689380#1
road918,1,77689380#1
road919,1,-210709320
road920,2,-67472167,67472167
road921,2,214485747#0,67472165#0
road922,8,-210709382,-210709383,-210709384,-210709385,210709382,210709383,210709384,210709385
road923,1,-67472160
road924,1,210709386
road925,1,-67472161
road926,1,77689383
road927,1,-11185087#2
road928,1,-208933903
road929,4,-208933905,-208933906,208933905,208933906
road930,1,215958378#0
road931,1,-208933904
road932,1,208933903
road933,1,-11180403
road934,2,-77689381,77689381
road935,1,208933904
road936,1,32086427
road937,1,32086427
road938,1,32086427
road939,1,32086427
road940,1,548660518
road941,1,548660519
road942,2,47026710,47026713#1
road943,1,47026710
road944,1,104081869#0
road945,3,-11186608,11186608,11188947#2
road946,1,11186608
road947,1,11188947#3
road948,1,-11186608
road949,1,11186608
road950,1,-11186608
road951,1,-67523969#1
road952,1,67523969#2
road953,2,-215486793#1,215486793#1
road954,1,-215486793#1
road955,1,215486793#1
road956,4,-215359989,-215359992#1,215359989,215359992#1
road957,1,-215359992#1
road958,1,11201188
road959,1,215359989
road960,1,-11201188
road961,1,11201188
road962,1,-11201188
road963,1,-157849903#0
road964,1,157849903#1
road965,1,215360003
road966,1,-215360003
road967,1,210605876
road968,1,-210585022#1
road969,4,-210585022#2,-210585024#0,210585022#2,210585024#0
road970,1,-210605876
road971,1,210585024#1
road972,1,-686104649#0
road973,6,-686104649#1,-686104649#2,-686104649#3,686104649#1,686104649#2,686104649#3
road974,1,686104649#4
road975,4,-11201190#0,-44076815#3,11201190#0,44076815#3
road976,1,-44076815#2
road977,1,11201190#0
