ID,mean,std,p50,p85
-52726162#1,14.605000,8.611000,12.227000,24.510000
-52726162#2,14.605000,8.611000,12.227000,24.510000
-52726162#3,14.605000,8.611000,12.227000,24.510000
-52726162#4,14.605000,8.611000,12.227000,24.510000
-529215734,16.631000,9.082000,15.998000,25.223000
-529829560#0,15.593000,6.905000,14.621000,22.251000
-529829560#1,15.593000,6.905000,14.621000,22.251000
-529829560#2,15.593000,6.905000,14.621000,22.251000
-530918900#0,6.888000,3.464000,6.587000,9.858000
-530918900#1,6.888000,3.464000,6.587000,9.858000
-53104437,16.483000,5.292000,15.756000,21.298000
-53104438#0,15.103000,5.291000,14.744000,19.851000
-53104438#1,15.103000,5.291000,14.744000,19.851000
-53104438#2,15.103000,5.291000,14.744000,19.851000
-531068690#0,16.582000,6.514000,16.580000,22.611000
-531068690#1,16.582000,6.514000,16.580000,22.611000
-531068690#2,16.582000,6.514000,16.580000,22.611000
-531068690#3,16.582000,6.514000,16.580000,22.611000
-531068690#4,16.582000,6.514000,16.580000,22.611000
-5318559,13.476000,2.540000,13.774000,15.475000
-5318959#0,11.078000,4.814000,10.226000,15.787000
-5318959#1,11.078000,4.814000,10.226000,15.787000
-5318959#2,11.078000,4.814000,10.226000,15.787000
-5318959#3,11.078000,4.814000,10.226000,15.787000
-5319041#0,11.964000,2.074000,11.654000,14.015000
-5319041#2,11.964000,2.074000,11.654000,14.015000
-5319041#3,11.964000,2.074000,11.654000,14.015000
-5319041#4,11.964000,2.074000,11.654000,14.015000
-5319041#5,11.964000,2.074000,11.654000,14.015000
-5319173#0,17.789000,8.555000,16.216000,24.645000
-5319173#2,17.789000,8.555000,16.216000,24.645000
-5319213#0,12.556000,4.163000,12.552000,16.721000
-5319213#2,12.556000,4.163000,12.552000,16.721000
-5319342,14.614000,3.370000,15.007000,17.462000
-5319696,13.734000,4.685000,13.693000,16.881000
-5319710,14.723000,4.188000,14.365000,17.416000
-5319887,14.191000,5.445000,13.192000,16.308000
-5319942#0,13.365000,3.844000,13.202000,16.793000
-5319942#1,13.365000,3.844000,13.202000,16.793000
-5319942#2,13.365000,3.844000,13.202000,16.793000
-5319942#3,13.365000,3.844000,13.202000,16.793000
-5320195#0,12.103000,4.755000,11.611000,17.619000
-5320195#1,12.103000,4.755000,11.611000,17.619000
-5320195#2,12.103000,4.755000,11.611000,17.619000
-5320212#0,22.088000,9.247000,20.912000,29.704000
-5320212#1,22.088000,9.247000,20.912000,29.704000
-5320239#0,13.356000,3.989000,12.979000,15.914000
-5320239#1,13.356000,3.989000,12.979000,15.914000
-5320357,12.071000,2.901000,12.131000,14.398000
-5320478#0,16.332000,4.126000,16.826000,20.513000
-5320478#1,16.332000,4.126000,16.826000,20.513000
-5320509#0,25.319000,10.573000,24.701000,36.924000
-5320509#1,25.319000,10.573000,24.701000,36.924000
-532636971#0,19.265000,8.677000,18.716000,27.161000
-532636971#1,19.265000,8.677000,18.716000,27.161000
-532636971#2,19.265000,8.677000,18.716000,27.161000
-532636971#3,19.265000,8.677000,18.716000,27.161000
-532636971#4,19.265000,8.677000,18.716000,27.161000
-532636971#5,19.265000,8.677000,18.716000,27.161000
-532636971#6,19.265000,8.677000,18.716000,27.161000
-534022320,18.750000,9.256000,16.833000,28.660000
-534024686#0,20.702000,6.259000,20.065000,26.066000
-534024686#1,20.702000,6.259000,20.065000,26.066000
-534024686#2,20.702000,6.259000,20.065000,26.066000
-534024686#3,20.702000,6.259000,20.065000,26.066000
-534024686#4,20.702000,6.259000,20.065000,26.066000
-534024686#5,20.702000,6.259000,20.065000,26.066000
-534024686#6,20.702000,6.259000,20.065000,26.066000
-534024693#0,15.421000,5.025000,15.050000,19.499000
-534024693#1,15.421000,5.025000,15.050000,19.499000
-534027366#0,15.308000,3.365000,14.993000,18.583000
-534027366#1,15.308000,3.365000,14.993000,18.583000
-534027369,14.849000,3.722000,14.430000,18.181000
-534027371#0,14.962000,4.802000,14.076000,19.262000
-534027371#1,14.962000,4.802000,14.076000,19.262000
-534031399#0,8.660000,7.774000,7.289000,16.263000
-534031399#1,8.660000,7.774000,7.289000,16.263000
-534031399#2,8.660000,7.774000,7.289000,16.263000
-534031399#3,8.660000,7.774000,7.289000,16.263000
-534031399#4,8.660000,7.774000,7.289000,16.263000
-534031399#5,8.660000,7.774000,7.289000,16.263000
-534031399#6,8.660000,7.774000,7.289000,16.263000
-534031399#7,8.660000,7.774000,7.289000,16.263000
-534031400#0,17.458000,9.565000,16.634000,27.587000
-534031400#1,17.458000,9.565000,16.634000,27.587000
-534031400#2,17.458000,9.565000,16.634000,27.587000
-534031400#5,17.458000,9.565000,16.634000,27.587000
-534031400#6,17.458000,9.565000,16.634000,27.587000
-534031400#7,17.458000,9.565000,16.634000,27.587000
-534033246#1,19.522000,8.911000,17.213000,25.766000
-534033246#2,19.522000,8.911000,17.213000,25.766000
-534033246#3,19.522000,8.911000,17.213000,25.766000
-534082989,11.320000,8.432000,8.441000,20.935000
-534676024,17.150000,6.724000,15.617000,23.534000
-534676028,12.990000,7.198000,12.422000,19.450000
-534681954,7.666000,4.595000,7.058000,10.357000
-536465283#0,4.938000,5.275000,2.146000,10.995000
-536465283#1,4.938000,5.275000,2.146000,10.995000
-536523704,11.493000,10.467000,7.117000,23.213000
-536523712,25.028000,10.469000,23.479000,34.966000
-536526736,25.015000,10.173000,23.348000,34.543000
-536527429,12.874000,10.651000,9.866000,23.834000
-536527430,21.779000,8.085000,22.101000,28.921000
-536746084#0,20.991000,9.929000,19.973000,30.831000
-536746084#1,20.991000,9.929000,19.973000,30.831000
-536777307,23.750000,8.463000,22.593000,32.334000
-536779032#1,24.218000,9.264000,22.886000,31.791000
-536779032#10,24.218000,9.264000,22.886000,31.791000
-536779032#11,24.218000,9.264000,22.886000,31.791000
-536779032#12,24.218000,9.264000,22.886000,31.791000
-536779032#13,24.218000,9.264000,22.886000,31.791000
-536779032#14,24.218000,9.264000,22.886000,31.791000
-536779032#15,24.218000,9.264000,22.886000,31.791000
-536779032#2,24.218000,9.264000,22.886000,31.791000
-536779032#3,24.218000,9.264000,22.886000,31.791000
-536779032#4,24.218000,9.264000,22.886000,31.791000
-536779032#5,24.218000,9.264000,22.886000,31.791000
-536779032#6,24.218000,9.264000,22.886000,31.791000
-536779032#7,24.218000,9.264000,22.886000,31.791000
-536779032#8,24.218000,9.264000,22.886000,31.791000
-536779032#9,24.218000,9.264000,22.886000,31.791000
-537854314,16.264000,12.968000,13.242000,29.814000
-537856043,16.974000,9.269000,16.647000,28.387000
-537859982#0,12.711000,6.590000,12.140000,17.597000
-537859982#1,12.711000,6.590000,12.140000,17.597000
-537863173,15.625000,7.004000,14.841000,23.051000
-537868877#0,15.357000,9.888000,15.361000,24.967000
-537868877#1,15.357000,9.888000,15.361000,24.967000
-537868877#2,15.357000,9.888000,15.361000,24.967000
-537868877#3,15.357000,9.888000,15.361000,24.967000
-538018431#0,16.738000,9.501000,17.019000,25.563000
-538018431#1,16.738000,9.501000,17.019000,25.563000
-538620740,13.689000,9.200000,13.175000,22.979000
-538644079,14.583000,8.989000,14.184000,23.737000
-538644080,12.038000,8.541000,11.467000,21.026000
-53876143,12.451000,5.009000,12.315000,16.829000
-538863788,15.959000,3.789000,15.962000,18.952000
-538868033,19.957000,8.118000,18.575000,26.350000
-539534590#1,16.588000,10.876000,13.765000,28.454000
-539534590#2,16.588000,10.876000,13.765000,28.454000
-539534606#0,19.391000,9.307000,18.837000,28.089000
-539534606#1,19.391000,9.307000,18.837000,28.089000
-539534606#2,19.391000,9.307000,18.837000,28.089000
-539536396#0,16.227000,9.677000,14.833000,25.056000
-539536396#1,16.227000,9.677000,14.833000,25.056000
-539536397,15.970000,10.195000,14.851000,26.739000
-539540870,23.427000,9.185000,21.668000,30.715000
-539540881,24.958000,9.643000,23.566000,33.896000
-541355709,17.064000,5.538000,16.177000,21.067000
-542471105#1,10.513000,6.282000,9.516000,17.717000
-542471105#2,10.513000,6.282000,9.516000,17.717000
-542471105#3,10.513000,6.282000,9.516000,17.717000
-542471105#4,10.513000,6.282000,9.516000,17.717000
-542471105#6,10.513000,6.282000,9.516000,17.717000
-542594210,6.447000,6.975000,2.740000,14.402000
-542594214,25.641000,9.729000,24.613000,35.744000
-542826053#0,20.569000,8.347000,19.958000,28.378000
-542826053#1,20.569000,8.347000,19.958000,28.378000
-542826053#2,20.569000,8.347000,19.958000,28.378000
-542826053#3,20.569000,8.347000,19.958000,28.378000
-542827483,11.056000,3.689000,10.943000,13.465000
-542829550,19.466000,9.006000,18.099000,27.839000
-542832660,11.620000,4.667000,11.263000,16.423000
-542832662#0,15.937000,6.515000,14.942000,21.670000
-542832662#1,15.937000,6.515000,14.942000,21.670000
-542832662#2,15.937000,6.515000,14.942000,21.670000
-544179069,9.786000,5.080000,8.616000,13.714000
-544179085,20.942000,7.681000,20.026000,28.782000
-544197087#0,14.861000,4.218000,14.526000,18.504000
-544197087#1,14.861000,4.218000,14.526000,18.504000
-544197087#2,14.861000,4.218000,14.526000,18.504000
-544197087#3,14.861000,4.218000,14.526000,18.504000
-544787766#0,19.080000,10.873000,18.962000,30.390000
-544787766#1,19.080000,10.873000,18.962000,30.390000
-544787766#2,19.080000,10.873000,18.962000,30.390000
-544787766#3,19.080000,10.873000,18.962000,30.390000
-544787769,12.593000,11.054000,9.183000,24.520000
-544917323#0,18.901000,9.508000,17.641000,29.089000
-544917323#2,18.901000,9.508000,17.641000,29.089000
-544917323#4,18.901000,9.508000,17.641000,29.089000
-544917326,27.106000,11.600000,25.883000,38.784000
-544917329,21.866000,9.629000,22.432000,30.417000
-545538484,16.471000,6.404000,14.923000,21.867000
-545538485,15.553000,9.056000,14.227000,20.579000
-545538486#0,15.383000,7.546000,14.142000,22.015000
-545538486#1,15.383000,7.546000,14.142000,22.015000
-546461336,11.093000,7.003000,10.199000,18.520000
-546461337,12.974000,6.382000,12.182000,18.831000
-547560261#0,9.024000,5.519000,7.032000,15.946000
-547560261#1,9.024000,5.519000,7.032000,15.946000
-547560261#2,9.024000,5.519000,7.032000,15.946000
-55001189#0,15.845000,5.439000,15.103000,21.081000
-55001189#1,15.845000,5.439000,15.103000,21.081000
-55001189#2,15.845000,5.439000,15.103000,21.081000
-55001189#3,15.845000,5.439000,15.103000,21.081000
-55001189#5,15.845000,5.439000,15.103000,21.081000
-55001189#6,15.845000,5.439000,15.103000,21.081000
-55001189#7,15.845000,5.439000,15.103000,21.081000
-55001189#8,15.845000,5.439000,15.103000,21.081000
-55001189#9,15.845000,5.439000,15.103000,21.081000
-55010349#0,22.330000,8.318000,20.797000,29.365000
-55010349#1,22.330000,8.318000,20.797000,29.365000
-55026151#0,12.342000,5.398000,12.674000,18.345000
-55026151#1,12.342000,5.398000,12.674000,18.345000
-550543849#0,17.928000,5.536000,17.570000,23.348000
-550543849#1,17.928000,5.536000,17.570000,23.348000
-550543849#2,17.928000,5.536000,17.570000,23.348000
-551596448,11.282000,10.428000,9.826000,21.027000
-552119478#0,15.259000,11.147000,15.931000,24.615000
-552119478#1,15.259000,11.147000,15.931000,24.615000
-552119478#2,15.259000,11.147000,15.931000,24.615000
-552119478#3,15.259000,11.147000,15.931000,24.615000
-552492779,7.562000,8.527000,3.523000,16.970000
-55274988#1,22.903000,9.969000,21.610000,32.887000
-55274988#2,22.903000,9.969000,21.610000,32.887000
-552868819,15.696000,12.759000,12.608000,29.530000
-552902458,16.707000,8.262000,15.671000,25.025000
-55423672,6.608000,3.606000,6.185000,10.438000
-554369#1,13.155000,9.797000,11.356000,22.446000
-554369#2,13.155000,9.797000,11.356000,22.446000
-554369#4,13.155000,9.797000,11.356000,22.446000
-554369#6,13.155000,9.797000,11.356000,22.446000
-554369#7,13.155000,9.797000,11.356000,22.446000
-554526#0,10.187000,7.251000,9.314000,16.332000
-554526#2,10.187000,7.251000,9.314000,16.332000
-554526#3,10.187000,7.251000,9.314000,16.332000
-554526#4,10.187000,7.251000,9.314000,16.332000
-554526#5,10.187000,7.251000,9.314000,16.332000
-554526#6,10.187000,7.251000,9.314000,16.332000
-555578164,19.374000,7.828000,18.614000,27.219000
-555578165,10.911000,7.959000,10.337000,18.577000
-556859792,8.245000,5.705000,7.145000,13.410000
-557185007#0,9.730000,8.551000,7.485000,18.356000
-557185007#1,9.730000,8.551000,7.485000,18.356000
-557200201,12.156000,10.448000,9.126000,22.682000
-557204289#0,10.825000,10.134000,5.731000,22.633000
-557204289#1,10.825000,10.134000,5.731000,22.633000
-557204289#2,10.825000,10.134000,5.731000,22.633000
-557689377,7.544000,5.615000,6.554000,11.394000
-558255409#0,4.490000,5.671000,2.159000,8.233000
-558255409#1,4.490000,5.671000,2.159000,8.233000
-558255409#2,4.490000,5.671000,2.159000,8.233000
-558371517,13.292000,4.098000,13.042000,16.779000
-5596952#0,10.227000,4.646000,9.949000,13.292000
-5596952#1,10.227000,4.646000,9.949000,13.292000
-5596953#0,11.172000,5.289000,10.438000,15.015000
-5596953#1,11.172000,5.289000,10.438000,15.015000
-5598954#0,12.299000,3.331000,12.357000,15.252000
-5598954#2,12.299000,3.331000,12.357000,15.252000
-5600563,6.923000,5.388000,5.221000,12.366000
-5600570#0,15.547000,8.707000,14.001000,23.942000
-5600570#1,15.547000,8.707000,14.001000,23.942000
-5600570#2,15.547000,8.707000,14.001000,23.942000
-5600570#3,15.547000,8.707000,14.001000,23.942000
-5600570#4,15.547000,8.707000,14.001000,23.942000
-56062189#0,12.084000,5.941000,11.097000,16.911000
-56062189#1,12.084000,5.941000,11.097000,16.911000
-56062189#2,12.084000,5.941000,11.097000,16.911000
-56062189#3,12.084000,5.941000,11.097000,16.911000
-560896052,11.986000,5.360000,11.759000,17.070000
-560997136#0,11.410000,10.056000,9.594000,19.177000
-560997136#1,11.410000,10.056000,9.594000,19.177000
-56107800,12.699000,3.956000,12.528000,16.029000
-561379444,10.295000,7.171000,9.029000,11.849000
-563008389#0,11.445000,4.771000,10.930000,14.819000
-563008389#1,11.445000,4.771000,10.930000,14.819000
-563008389#2,11.445000,4.771000,10.930000,14.819000
-56320066#0,14.049000,3.340000,13.539000,16.166000
-56320066#1,14.049000,3.340000,13.539000,16.166000
-563981884,14.361000,4.980000,13.723000,18.792000
-563981885,14.705000,3.404000,14.614000,17.264000
-56406168#0,9.550000,7.512000,7.100000,17.085000
-56406168#1,9.550000,7.512000,7.100000,17.085000
-56406168#2,9.550000,7.512000,7.100000,17.085000
-564115127,14.934000,8.781000,14.516000,22.527000
-564115131,24.363000,9.030000,23.378000,32.906000
-564115147,21.857000,9.533000,21.228000,31.010000
-56460717,20.923000,7.388000,20.128000,27.258000
-564865636#0,21.139000,12.682000,21.065000,33.585000
-564865636#1,21.139000,12.682000,21.065000,33.585000
-564865637,14.339000,11.415000,11.384000,26.259000
-564873231,5.112000,8.667000,2.899000,7.143000
-564893445,24.064000,15.426000,20.654000,39.190000
-564893446#0,10.866000,9.414000,8.261000,21.428000
-564893446#1,10.866000,9.414000,8.261000,21.428000
-564893446#2,10.866000,9.414000,8.261000,21.428000
-565189539#0,10.101000,2.855000,10.146000,13.070000
-565189539#1,10.101000,2.855000,10.146000,13.070000
-565189539#2,10.101000,2.855000,10.146000,13.070000
-567941579,15.249000,7.321000,14.206000,22.498000
-567941583,14.692000,8.969000,13.502000,21.328000
-568575658#0,18.058000,7.223000,16.752000,22.949000
-568575658#1,18.058000,7.223000,16.752000,22.949000
-568575661,21.434000,5.151000,21.099000,25.776000
-570003829,18.543000,10.407000,17.946000,29.315000
-570003830#0,17.003000,11.284000,15.180000,28.064000
-570003830#1,17.003000,11.284000,15.180000,28.064000
-570004139,15.394000,8.701000,15.095000,23.403000
-570050973,22.709000,8.021000,21.670000,30.480000
-57007567#0,8.211000,3.203000,7.080000,11.463000
-57007567#1,8.211000,3.203000,7.080000,11.463000
-57007655#0,13.915000,6.135000,13.082000,19.752000
-57007655#1,13.915000,6.135000,13.082000,19.752000
-57007655#2,13.915000,6.135000,13.082000,19.752000
-57007655#3,13.915000,6.135000,13.082000,19.752000
-57007655#4,13.915000,6.135000,13.082000,19.752000
-57042810#0,12.062000,7.156000,11.068000,19.493000
-57042810#1,12.062000,7.156000,11.068000,19.493000
-570577008,9.257000,6.107000,7.636000,15.210000
-5718033,13.603000,4.169000,12.776000,16.675000
-5729068#0,20.355000,6.444000,19.551000,27.229000
-5729068#1,20.355000,6.444000,19.551000,27.229000
-5729068#2,20.355000,6.444000,19.551000,27.229000
-5729068#3,20.355000,6.444000,19.551000,27.229000
-5729068#4,20.355000,6.444000,19.551000,27.229000
-5729069#0,11.677000,5.531000,13.025000,16.957000
-5729069#1,11.677000,5.531000,13.025000,16.957000
-5729069#2,11.677000,5.531000,13.025000,16.957000
-5729595#0,13.950000,3.663000,13.508000,18.455000
-5729595#1,13.950000,3.663000,13.508000,18.455000
-5729651,6.892000,5.325000,5.620000,10.050000
-574830102#0,14.306000,12.135000,11.791000,23.802000
-574830102#1,14.306000,12.135000,11.791000,23.802000
-574830102#2,14.306000,12.135000,11.791000,23.802000
-57732246#0,19.353000,7.439000,18.382000,28.348000
-57732246#1,19.353000,7.439000,18.382000,28.348000
-57732246#2,19.353000,7.439000,18.382000,28.348000
-57732246#3,19.353000,7.439000,18.382000,28.348000
-57732246#4,19.353000,7.439000,18.382000,28.348000
-578170386,15.269000,9.622000,14.003000,24.342000
-578174541,14.934000,8.270000,13.451000,22.050000
-581021338#0,18.240000,7.313000,17.063000,24.544000
-581021338#1,18.240000,7.313000,17.063000,24.544000
-581729092#0,16.377000,7.397000,15.833000,23.043000
-581729092#1,16.377000,7.397000,15.833000,23.043000
-581729092#2,16.377000,7.397000,15.833000,23.043000
-581729093#0,15.177000,5.707000,14.341000,20.582000
-581729093#1,15.177000,5.707000,14.341000,20.582000
-581729093#2,15.177000,5.707000,14.341000,20.582000
-581729099,16.613000,8.429000,15.952000,24.092000
-582946704#0,16.544000,7.256000,16.005000,23.740000
-582946704#1,16.544000,7.256000,16.005000,23.740000
-582946704#2,16.544000,7.256000,16.005000,23.740000
-582946706,20.434000,8.492000,19.433000,28.720000
-582946708,25.095000,9.067000,23.782000,34.070000
-582952346#0,25.227000,9.445000,23.979000,34.791000
-582952346#1,25.227000,9.445000,23.979000,34.791000
-582952346#2,25.227000,9.445000,23.979000,34.791000
-582952346#3,25.227000,9.445000,23.979000,34.791000
-582963395,15.130000,10.414000,14.607000,25.702000
-5831299#0,12.390000,9.035000,12.216000,21.497000
-5831299#1,12.390000,9.035000,12.216000,21.497000
-5831299#2,12.390000,9.035000,12.216000,21.497000
-5831299#3,12.390000,9.035000,12.216000,21.497000
-5831704,14.490000,3.695000,14.600000,18.023000
-5831747,12.998000,2.624000,13.650000,14.605000
-583376186#0,11.241000,10.297000,8.324000,20.691000
-583376186#1,11.241000,10.297000,8.324000,20.691000
-583376186#2,11.241000,10.297000,8.324000,20.691000
-583376186#3,11.241000,10.297000,8.324000,20.691000
-583376186#4,11.241000,10.297000,8.324000,20.691000
-583376186#6,11.241000,10.297000,8.324000,20.691000
-583376197#0,19.762000,10.017000,18.952000,28.510000
-583376197#1,19.762000,10.017000,18.952000,28.510000
-583871396#0,11.902000,8.623000,11.113000,19.744000
-583871396#1,11.902000,8.623000,11.113000,19.744000
-584351056,15.575000,5.283000,15.092000,20.098000
-584351058,8.309000,4.593000,8.066000,12.763000
-584351059,13.233000,4.835000,12.960000,17.796000
-584351064#1,11.844000,3.823000,12.509000,14.754000
-584351067#1,12.656000,5.937000,11.808000,17.240000
-584351067#2,12.656000,5.937000,11.808000,17.240000
-585735067,10.373000,4.913000,10.026000,14.161000
-585785135#0,15.355000,8.443000,15.572000,22.406000
-585785135#1,15.355000,8.443000,15.572000,22.406000
-585785135#2,15.355000,8.443000,15.572000,22.406000
-5859078,9.379000,2.883000,9.204000,12.305000
-587305628,16.369000,5.754000,15.678000,20.634000
-587554507#0,16.858000,5.010000,17.101000,21.211000
-587554507#1,16.858000,5.010000,17.101000,21.211000
-587554507#2,16.858000,5.010000,17.101000,21.211000
-587554508,12.679000,4.769000,12.741000,17.742000
-5882766,5.591000,3.303000,4.552000,9.238000
-5882770#0,11.108000,3.234000,11.452000,13.748000
-5882770#1,11.108000,3.234000,11.452000,13.748000
-5884897,6.808000,3.346000,6.187000,10.287000
-5884907,9.777000,4.774000,8.468000,14.353000
-5884908,10.762000,4.350000,10.869000,15.499000
-5884909,7.917000,4.293000,7.469000,11.200000
-5896985,15.854000,6.076000,15.915000,20.771000
-5903506,12.807000,2.566000,12.715000,15.363000
-5903803,9.423000,2.625000,9.447000,11.472000
-5903804#0,14.678000,3.567000,14.194000,18.354000
-5903804#1,14.678000,3.567000,14.194000,18.354000
-5903804#2,14.678000,3.567000,14.194000,18.354000
-5903804#3,14.678000,3.567000,14.194000,18.354000
-5903804#4,14.678000,3.567000,14.194000,18.354000
-591102908,22.475000,9.723000,20.979000,32.212000
-5924483#0,14.048000,3.492000,14.519000,16.776000
-5924483#1,14.048000,3.492000,14.519000,16.776000
-5924487,10.516000,3.220000,10.427000,13.616000
-5924489,9.791000,3.842000,9.791000,13.271000
-5926167,15.997000,6.558000,14.881000,20.967000
-5926168#0,14.151000,3.515000,14.158000,17.350000
-5926168#1,14.151000,3.515000,14.158000,17.350000
-5926839#0,18.621000,7.312000,16.992000,26.433000
-5926839#1,18.621000,7.312000,16.992000,26.433000
-5926839#3,18.621000,7.312000,16.992000,26.433000
-5926839#4,18.621000,7.312000,16.992000,26.433000
-5929931#0,12.613000,3.156000,13.263000,15.513000
-5929931#1,12.613000,3.156000,13.263000,15.513000
-5929931#2,12.613000,3.156000,13.263000,15.513000
-5931306,10.566000,4.071000,9.760000,14.002000
-5931765#0,4.032000,3.362000,3.109000,6.756000
-5931765#1,4.032000,3.362000,3.109000,6.756000
-593220161,5.753000,3.286000,6.264000,9.038000
-593220162#0,10.140000,5.325000,9.229000,13.659000
-593220162#1,10.140000,5.325000,9.229000,13.659000
-593220163#0,8.116000,3.397000,7.303000,11.925000
-593220163#1,8.116000,3.397000,7.303000,11.925000
-59374120#0,19.078000,7.796000,18.138000,26.571000
-59374120#2,19.078000,7.796000,18.138000,26.571000
-5943459#0,12.849000,6.565000,11.843000,16.884000
-5943459#1,12.849000,6.565000,11.843000,16.884000
-5943459#3,12.849000,6.565000,11.843000,16.884000
-5944282,7.398000,3.434000,6.972000,10.481000
-59622251#0,5.578000,4.105000,3.959000,9.139000
-59622251#1,5.578000,4.105000,3.959000,9.139000
-59622251#2,5.578000,4.105000,3.959000,9.139000
-59622251#4,5.578000,4.105000,3.959000,9.139000
-59622251#5,5.578000,4.105000,3.959000,9.139000
-59622251#6,5.578000,4.105000,3.959000,9.139000
-59622252#0,18.287000,4.522000,18.462000,20.185000
-59622252#1,18.287000,4.522000,18.462000,20.185000
-59622252#2,18.287000,4.522000,18.462000,20.185000
-596370460#0,11.742000,7.926000,11.671000,19.403000
-596370460#1,11.742000,7.926000,11.671000,19.403000
-596370460#2,11.742000,7.926000,11.671000,19.403000
-596370460#3,11.742000,7.926000,11.671000,19.403000
-596370460#4,11.742000,7.926000,11.671000,19.403000
-596678291,15.097000,8.854000,14.584000,23.744000
-596678293#0,11.025000,9.523000,9.313000,21.241000
-596678293#1,11.025000,9.523000,9.313000,21.241000
-596678293#2,11.025000,9.523000,9.313000,21.241000
-596678293#3,11.025000,9.523000,9.313000,21.241000
-596678293#4,11.025000,9.523000,9.313000,21.241000
-596678299#0,12.687000,8.296000,11.748000,20.775000
-596678299#1,12.687000,8.296000,11.748000,20.775000
-596680097,10.389000,9.430000,7.036000,20.175000
-596680098#0,10.928000,7.917000,8.441000,19.944000
-596680098#1,10.928000,7.917000,8.441000,19.944000
-596680098#2,10.928000,7.917000,8.441000,19.944000
-596680098#3,10.928000,7.917000,8.441000,19.944000
-596680098#4,10.928000,7.917000,8.441000,19.944000
-596680098#5,10.928000,7.917000,8.441000,19.944000
-596680098#6,10.928000,7.917000,8.441000,19.944000
-596680098#7,10.928000,7.917000,8.441000,19.944000
-596680099,13.528000,10.322000,11.769000,24.541000
-596682720,18.973000,9.160000,18.217000,27.336000
-59847118,14.849000,6.968000,14.866000,20.919000
-600378579#0,11.937000,10.549000,8.611000,22.855000
-600378579#1,11.937000,10.549000,8.611000,22.855000
-600378579#2,11.937000,10.549000,8.611000,22.855000
-6005700,7.277000,5.720000,5.951000,9.204000
-6005701,10.505000,7.929000,8.346000,10.792000
-6005705,8.005000,2.756000,7.396000,10.285000
-6009119,8.316000,3.574000,7.644000,11.538000
-60273940#0,18.500000,9.212000,17.454000,27.073000
-60273940#1,18.500000,9.212000,17.454000,27.073000
-60273940#2,18.500000,9.212000,17.454000,27.073000
-602749555,23.963000,10.662000,22.842000,35.356000
-602749556#0,25.193000,9.062000,23.853000,33.988000
-602749556#1,25.193000,9.062000,23.853000,33.988000
-602749556#2,25.193000,9.062000,23.853000,33.988000
-602749556#3,25.193000,9.062000,23.853000,33.988000
-602749556#4,25.193000,9.062000,23.853000,33.988000
-602749557#0,18.582000,4.212000,17.686000,23.349000
-602749557#1,18.582000,4.212000,17.686000,23.349000
-602757051#0,19.756000,8.026000,18.572000,27.584000
-602757051#1,19.756000,8.026000,18.572000,27.584000
-602757051#2,19.756000,8.026000,18.572000,27.584000
-602757052,16.494000,4.800000,16.251000,20.772000
-602799890#0,18.368000,5.100000,17.150000,22.407000
-602799890#1,18.368000,5.100000,17.150000,22.407000
-602799890#2,18.368000,5.100000,17.150000,22.407000
-602799890#4,18.368000,5.100000,17.150000,22.407000
-602799890#5,18.368000,5.100000,17.150000,22.407000
-604426877,13.556000,7.470000,12.617000,20.305000
-605011817#0,4.079000,3.753000,2.516000,6.848000
-605011817#1,4.079000,3.753000,2.516000,6.848000
-605014315,22.486000,9.904000,21.165000,32.290000
-605014316#0,22.999000,9.858000,21.543000,32.780000
-605014316#1,22.999000,9.858000,21.543000,32.780000
-605417127#0,18.074000,7.899000,17.422000,24.790000
-605417127#1,18.074000,7.899000,17.422000,24.790000
-605436076,28.532000,9.771000,27.483000,38.544000
-607098825,4.217000,5.256000,2.208000,7.253000
-6071936#0,12.617000,2.821000,12.634000,15.144000
-6071936#1,12.617000,2.821000,12.634000,15.144000
-6071936#2,12.617000,2.821000,12.634000,15.144000
-607608582,12.592000,5.318000,12.311000,16.562000
-608003351#0,11.886000,8.017000,9.409000,20.356000
-608003351#1,11.886000,8.017000,9.409000,20.356000
-608003351#2,11.886000,8.017000,9.409000,20.356000
-60807959#0,12.811000,8.286000,13.465000,19.716000
-60807959#1,12.811000,8.286000,13.465000,19.716000
-60807959#2,12.811000,8.286000,13.465000,19.716000
-608159133,12.321000,4.735000,11.899000,15.845000
-608159137,7.771000,8.382000,3.951000,16.996000
-608160924,13.009000,9.316000,12.305000,22.582000
-608160977#0,10.356000,8.820000,7.382000,19.776000
-608160977#1,10.356000,8.820000,7.382000,19.776000
-608160977#2,10.356000,8.820000,7.382000,19.776000
-608776184#0,13.492000,5.935000,12.682000,18.815000
-608776184#1,13.492000,5.935000,12.682000,18.815000
-608776186,9.716000,4.666000,8.831000,15.416000
-608776654#0,15.018000,8.366000,13.782000,17.767000
-608776654#1,15.018000,8.366000,13.782000,17.767000
-608780064,15.069000,4.762000,15.140000,19.876000
-608788572#0,9.982000,8.118000,8.237000,17.821000
-608788572#1,9.982000,8.118000,8.237000,17.821000
-609012862#0,6.287000,4.188000,5.758000,9.699000
-609012862#1,6.287000,4.188000,5.758000,9.699000
-609012863,10.316000,6.005000,9.153000,16.628000
-609061152#0,14.880000,9.608000,13.749000,24.470000
-609061152#1,14.880000,9.608000,13.749000,24.470000
-609337444,16.353000,10.024000,13.000000,26.953000
-609585909#0,18.194000,6.865000,17.986000,24.962000
