CONNECTION ID,# EDGES,EDGE IDS
road10086,1,213546035#1
road10087,1,-213546035#1
road10088,1,213546035#1
road10089,1,-213546035#1
road10090,1,213546035#1
road10091,1,-213546035#1
road10092,1,213546035#1
road10093,1,-213546035#1
road10094,1,213546035#1
road10095,1,-213546035#1
road10096,1,213546035#1
road10097,1,-213546035#1
road10098,1,213546035#1
road10099,1,-213546035#1
road10100,1,213546035#1
road10101,1,-213546035#1
road10102,1,213546035#1
road10103,1,-213546035#1
road10104,1,213546035#1
road10105,1,-213546035#1
road10106,1,213546035#1
road10107,1,-213546035#1
road10108,1,213546035#1
road10109,1,-213546035#1
road10110,1,213546035#1
road10111,1,-213546035#1
road10112,1,213546035#2
road10113,1,-213546035#2
road10114,1,213546035#2
road10115,1,-213546035#2
road10116,1,213546035#2
road10117,1,-213546035#2
road10118,1,213546035#2
road10119,1,-213546035#2
road10120,1,213546035#3
road10121,1,-213546035#3
road10122,1,213546035#3
road10123,1,-213546035#3
road10124,1,-75459746#7
road10125,1,44034414
road10126,1,75459746#8
road10127,1,-44034414
road10128,1,44034414
road10129,1,-44034414
road10130,1,44034414
road10131,1,-44034414
road10132,1,44034414
road10133,1,-44034414
road10134,1,44034414
road10135,1,-44034414
road10136,1,44034414
road10137,1,-44034414
road10138,1,44034414
road10139,1,-44034414
road10140,1,210585014
road10141,1,-210585014
road10142,1,210585014
road10143,1,-210585014
road10144,1,210585013
road10145,1,-210585013
road10146,1,210585013
road10147,1,-210585013
road10148,1,210585013
road10149,1,-210585013
road10150,1,210585013
road10151,1,-210585013
road10152,1,210585013
road10153,1,-210585013
road10154,1,210585013
road10155,1,-210585013
road10156,1,210585013
road10157,1,-210585013
road10158,1,-216584578
road10159,1,216584578
road10160,1,-157403536#0
road10161,1,157403536#0
road10162,1,-11201043#3
road10163,1,11201043#4
road10164,1,-11201043#4
road10165,1,11201043#4
road10166,1,-77087853
road10167,1,-77087853
road10168,1,77087853
road10169,1,-77087853
road10170,1,77087853
road10171,1,-77087853
road10172,1,77087853
road10173,1,-77087853
road10174,1,77087853
road10175,1,-77087853
road10176,1,77087853
road10177,1,-77087853
road10178,1,77087853
road10179,1,-77087853
road10180,1,77087853
road10181,1,-77087853
road10182,1,77087853
road10183,1,-77087853
road10184,1,77087853
road10185,1,-77087853
road10186,1,77087853
road10187,1,-77087853
road10188,1,77087853
road10189,1,-77087853
road10190,1,77087853
road10191,1,-77087853
road10192,1,77087853
road10193,1,-11204616
road10194,1,-215795059#0
road10195,1,215795059#1
road10196,1,77087853
road10197,1,-11204616
road10198,1,11204616
road10199,1,-11204616
road10200,1,11204616
road10201,1,-11204616
road10202,1,11204616
road10203,1,-11204616
road10204,1,11204616
road10205,1,-11204616
road10206,1,11204616
road10207,1,-11204616
road10208,1,11204616
road10209,1,-11204616
road10210,1,11204616
road10211,1,-11204616
road10212,1,11204616
road10213,1,-11204616
road10214,1,11204616
road10215,1,-11204616
road10216,1,11204616
road10217,1,-11204616
road10218,1,11204616
road10219,1,-11204616
road10220,1,11204616
road10221,1,-11204616
road10222,1,11204616
road10223,1,-11204616
road10224,1,11204616
road10225,1,-11204616
road10226,1,11204616
road10227,1,-11204616
road10228,1,11204616
road10229,1,-11204616
road10230,1,11204616
road10231,1,-11204616
road10232,1,11204616
road10233,1,-11204616
road10234,1,11204616
road10235,1,11204616
road10236,1,44035301#2
road10237,1,85476404#2
road10238,1,-11189209
road10239,1,11189209
road10240,1,-11198268
road10241,1,11198268
road10242,1,-11198269#1
road10243,1,11198269#1
road10244,1,-11183324#0
road10245,1,11183324#0
road10246,1,215795022#1
road10247,1,32086462
road10248,1,32086318
road10249,1,503900172#0
road10250,1,47026380#5
road10251,1,80664415#9
road10252,1,-43990457#2
road10253,1,43990457#2
road10254,1,-73538119#0
road10255,1,73538119#0
road10256,1,-73538120#2
road10257,1,73538120#2
road10258,1,-11202783
road10259,1,11202783
road10260,1,-73540500#2
road10261,1,73540500#2
road10262,1,-67569905#0
road10263,1,67569905#0
road10264,1,-11190133#1
road10265,1,11190133#1
road10266,1,-43990411#17
road10267,1,43990411#17
road10268,1,-11197290#2
road10269,1,11197290#2
road10270,1,-75459746#7
road10271,1,75459746#7
road10272,1,216584578
road10273,1,43701895#0
road10274,1,43701895#0
road10275,1,43701895#0
road10276,1,43701895#0
road10277,1,43701895#0
road10278,1,43701895#0
road10279,1,43701895#0
road10280,1,43701895#0
road10281,1,156523363#1
road10282,1,156523363#1
road10283,1,156523363#0
road10284,1,156523363#0
road10285,1,156523363#0
road10286,1,156523363#0
road10287,1,156523363#0
road10288,1,156523363#0
road10289,1,156523363#0
road10290,1,156523363#0
road10291,1,156523363#0
road10292,1,156523363#0
road10293,1,156523363#0
road10294,1,156523363#0
road10295,1,156523363#0
road10296,1,156523363#0
road10297,1,156523363#0
road10298,1,156523363#0
road10299,1,156523363#0
road10300,1,156523363#0
road10301,1,156523363#0
road10302,1,156523363#0
road10303,1,157403536#0
road10304,1,-11201043#3
road10305,1,11201043#3
road10306,1,-215795059#1
road10307,1,215795059#1
road10308,1,44035301#2
road10309,1,85476404#2
road10310,1,-11189209
road10311,1,11189209
road10312,1,-11198268
road10313,1,11198268
road10314,1,-11198269#1
road10315,1,11198269#1
road10316,1,-11183324#0
road10317,1,11183324#0
road10318,1,215795022#1
road10319,1,32086462
road10320,1,32086318
road10321,1,503900172#0
road10322,1,47026380#6
road10323,1,80664415#9
road10324,1,-43990457#2
road10325,1,43990457#2
road10326,1,-73538119#0
road10327,1,73538119#0
road10328,1,-73538120#2
road10329,1,73538120#2
road10330,1,-11202783
road10331,1,11202783
road10332,1,-73540500#2
road10333,1,73540500#2
road10334,1,-67569905#0
road10335,1,67569905#0
road10336,1,-11190133#1
road10337,1,11190133#1
road10338,1,-43990411#17
road10339,1,43990411#17
road10340,1,-11197290#2
road10341,1,11197290#2
road10342,1,-75459746#7
road10343,1,75459746#7
road10344,1,-216584580#0
road10345,1,156523362#2
road10346,1,156523362#2
road10347,1,156523362#2
road10348,1,156523362#2
road10349,1,156523362#2
road10350,1,156523362#2
road10351,1,156523362#2
road10352,1,156523362#2
road10353,1,156523362#2
road10354,1,156523362#2
road10355,1,-157403483#1
road10356,1,156523362#3
road10357,1,156523362#3
road10358,1,156523362#3
road10359,1,156523362#3
road10360,1,156523362#3
road10361,1,156523362#3
road10362,1,156523362#3
road10363,1,156523362#3
road10364,1,156523362#3
road10365,1,156523362#3
road10366,1,156523362#3
road10367,1,156523362#3
road10368,1,156523362#3
road10369,1,156523362#3
road10370,1,156523362#3
road10371,1,156523362#3
road10372,1,156523362#3
road10373,1,156523362#3
road10374,1,156523362#3
road10375,1,156523362#3
road10376,1,-157403541#0
road10377,1,-11201043#3
road10378,1,11201043#3
road10379,1,-215795059#1
road10380,1,215795059#1
road10381,1,44035301#2
road10382,1,85476404#2
road10383,1,-11189209
road10384,1,11189209
road10385,1,-11198268
road10386,1,11198268
road10387,1,-11198269#1
road10388,1,11198269#1
road10389,1,-11183324#0
road10390,1,11183324#0
road10391,1,215795022#1
road10392,1,32086462
road10393,1,32086318
road10394,1,503900172#0
road10395,1,47026380#6
road10396,1,80664415#9
road10397,1,-43990457#2
road10398,1,43990457#2
road10399,1,-73538119#0
road10400,1,73538119#0
road10401,1,-73538120#2
road10402,1,73538120#2
road10403,1,-11202783
road10404,1,11202783
road10405,1,-73540500#2
road10406,1,73540500#2
road10407,1,-67569905#0
road10408,1,67569905#0
road10409,1,-11190133#1
road10410,1,11190133#1
road10411,1,-43990411#17
road10412,1,43990411#17
road10413,1,-11197290#2
road10414,1,11197290#2
road10415,1,-75459746#7
road10416,1,75459746#7
road10417,1,-216584580#0
road10418,1,216584580#0
road10419,1,-157403483#1
road10420,1,157403483#1
road10421,1,-157403541#0
road10422,1,157403541#0
road10423,1,-11201043#3
road10424,1,11201043#3
road10425,1,-215795059#1
road10426,1,215795059#1
road10427,1,44035301#2
road10428,1,85476404#2
road10429,1,-11189209
road10430,1,11189209
road10431,1,-11198268
road10432,1,11198268
road10433,1,-11198269#1
road10434,1,11198269#1
road10435,1,-11183324#0
road10436,1,11183324#0
road10437,1,215795022#1
road10438,1,32086462
road10439,1,32086318
road10440,1,503900172#0
road10441,1,47026380#6
road10442,1,80664415#9
road10443,1,-43990457#2
road10444,1,43990457#2
road10445,1,-73538119#0
road10446,1,73538119#0
road10447,1,-73538120#2
road10448,1,73538120#2
road10449,1,-11202783
road10450,1,11202783
road10451,1,-73540500#2
road10452,1,73540500#2
road10453,1,-67569905#0
road10454,1,67569905#0
road10455,1,-11190133#0
road10456,1,11190133#1
road10457,1,-43990411#17
road10458,1,43990411#17
road10459,1,-11197290#2
road10460,1,11197290#2
road10461,1,-75459746#7
road10462,1,75459746#7
road10463,1,-216584580#0
road10464,1,216584580#0
road10465,1,-157403483#1
road10466,1,157403483#1
road10467,1,-157403541#0
road10468,1,157403541#0
road10469,1,-11201043#3
road10470,1,11201043#3
road10471,1,-215795059#1
road10472,1,215795059#1
road10473,1,44035301#2
road10474,1,85476404#2
road10475,1,-11189209
road10476,1,11189209
road10477,1,-11198268
road10478,1,11198268
road10479,1,-11198269#0
road10480,2,-11198269#1,11198269#1
road10481,1,11198269#1
road10482,1,-11183324#0
road10483,1,11183324#0
road10484,1,215795022#1
road10485,1,32086462
road10486,1,32086318
road10487,1,503900172#0
road10488,1,47026380#6
road10489,1,80664415#9
road10490,1,-43990457#2
road10491,1,43990457#2
road10492,1,-73538119#0
road10493,1,73538119#0
road10494,1,-73538120#2
road10495,1,73538120#2
road10496,1,-11202783
road10497,1,11202783
road10498,1,-73540500#2
road10499,1,73540500#2
road10500,1,-67569905#0
road10501,1,67569905#0
road10502,1,-11190133#0
road10503,1,11190133#0
road10504,1,-43990411#16
road10505,1,43990411#17
road10506,1,-11197290#2
road10507,1,11197290#2
road10508,1,-75459746#7
road10509,1,75459746#7
road10510,1,-216584580#0
road10511,1,216584580#0
road10512,1,-157403483#1
road10513,1,157403483#1
road10514,1,-157403541#0
road10515,1,157403541#0
road10516,1,-11201043#3
road10517,1,11201043#3
road10518,1,-215795059#1
road10519,1,215795059#1
road10520,1,44035301#2
road10521,1,85476404#2
road10522,1,-11189209
road10523,1,11189209
road10524,1,-11198268
road10525,1,11198268
road10526,1,-11198269#0
road10527,1,11198269#0
road10528,1,-11183324#0
road10529,1,11183324#0
road10530,1,215795022#1
road10531,1,32086462
road10532,1,32086318
road10533,1,503900172#0
road10534,1,47026380#6
road10535,1,80664415#9
road10536,1,-43990457#2
road10537,1,43990457#2
road10538,1,-73538119#0
road10539,1,73538119#0
road10540,1,73538120#2
road10541,1,-73538120#2
road10542,1,-11202783
road10543,1,11202783
road10544,1,-73540500#2
road10545,1,73540500#2
road10546,1,-67569905#0
road10547,1,67569905#0
road10548,1,-11190133#0
road10549,1,11190133#0
road10550,1,-43990411#16
road10551,1,43990411#16
road10552,1,-11197290#2
road10553,1,11197290#2
road10554,1,-75459746#7
road10555,1,75459746#7
road10556,1,-216584580#0
road10557,1,216584580#0
road10558,1,-157403483#1
road10559,1,157403483#1
road10560,1,-157403541#0
road10561,1,157403541#0
road10562,1,-11201043#3
road10563,1,11201043#3
road10564,1,-215795059#1
road10565,1,215795059#1
road10566,1,44035301#2
road10567,1,85476404#2
road10568,1,-11189209
road10569,1,11189209
road10570,1,11198268
road10571,1,-11198268
road10572,1,-11198269#0
road10573,1,11198269#0
road10574,1,-11183324#0
road10575,1,11183324#0
road10576,1,215795022#1
road10577,1,32086462
road10578,1,32086318
road10579,1,503900172#0
road10580,1,47026380#6
road10581,1,80664415#8
road10582,1,-43990457#2
road10583,1,43990457#2
road10584,1,-73538119#0
road10585,1,73538119#0
road10586,1,-73538120#2
road10587,1,73538120#2
road10588,1,-11202783
road10589,1,11202783
road10590,1,-73540500#2
road10591,1,73540500#2
road10592,1,-67569905#0
road10593,1,67569905#0
road10594,1,-11190133#0
road10595,1,11190133#0
road10596,1,-43990411#16
road10597,1,43990411#16
road10598,1,-11197290#2
road10599,1,11197290#2
road10600,1,-75459746#7
road10601,1,75459746#7
road10602,1,-216584580#0
road10603,1,216584580#0
road10604,1,-157403483#1
road10605,1,157403483#1
road10606,1,157403541#0
road10607,1,-157403541#0
road10608,1,-11201043#2
road10609,1,-210272708#1
road10610,1,11201043#3
road10611,1,-215795059#1
road10612,1,215795059#1
road10613,1,44035301#2
road10614,1,85476404#2
road10615,1,-11189209
road10616,1,11189209
road10617,1,-11198268
road10618,1,11198268
road10619,1,11198268
road10620,1,-11198269#0
road10621,1,11198269#0
road10622,1,-11183324#0
road10623,1,11183324#0
road10624,1,215795022#1
road10625,1,32086462
road10626,1,32086318
road10627,1,503900172#0
road10628,1,47026380#6
road10629,1,80664415#8
road10630,1,-43990457#2
road10631,1,43990457#2
road10632,1,-73538119#0
road10633,1,73538119#0
road10634,1,-73538120#2
road10635,1,73538120#2
road10636,1,-11202783
road10637,1,11202783
road10638,1,-73540500#2
road10639,1,73540500#2
road10640,1,-67569905#0
road10641,1,67569905#0
road10642,1,-11190133#0
road10643,1,11190133#0
road10644,1,-43990411#16
road10645,1,43990411#16
road10646,1,-11197290#2
road10647,1,11197290#2
road10648,1,-75459746#7
road10649,1,75459746#7
road10650,1,-216584580#0
road10651,1,216584580#0
road10652,1,-157403483#1
road10653,1,157403483#1
road10654,1,-157403541#0
road10655,1,157403541#0
road10656,1,-11201043#2
road10657,1,11201043#2
road10658,2,-210272708#1,210272708#1
road10659,1,-210272708#1
road10660,1,210272708#1
road10661,1,-215795059#1
road10662,1,215795059#1
road10663,1,44035301#2
road10664,1,85476404#2
road10665,1,-11189209
road10666,1,11189209
road10667,1,-11198268
road10668,1,-11198268
road10669,1,11198268
road10670,1,-11198269#0
road10671,1,11198269#0
road10672,1,-11183324#0
road10673,1,11183324#0
road10674,1,215795022#1
road10675,1,32086462
road10676,1,32086318
road10677,1,503900172#0
road10678,1,47026380#6
road10679,1,80664415#8
road10680,1,-43990457#2
road10681,1,43990457#2
road10682,1,-73538119#0
road10683,1,73538119#0
road10684,1,-73538120#2
road10685,1,73538120#2
road10686,1,-11202783
road10687,1,11202783
road10688,1,-73540500#2
road10689,1,73540500#2
road10690,2,-67569905#0,67569905#0
road10691,1,-67569905#0
road10692,1,67569905#0
road10693,2,-11190133#0,11190133#0
road10694,1,-11190133#0
road10695,1,11190133#0
road10696,1,-43990411#16
road10697,1,43990411#16
road10698,1,-11197290#2
road10699,1,11197290#2
road10700,1,-75459746#7
road10701,1,75459746#7
road10702,1,-216584580#0
road10703,1,216584580#0
road10704,1,-157403483#1
road10705,1,157403483#1
road10706,1,-157403541#0
road10707,1,157403541#0
road10708,1,-11201043#2
road10709,1,11201043#2
road10710,2,-210272708#1,210272708#1
road10711,1,-210272708#1
road10712,1,210272708#1
road10713,1,-215795059#1
road10714,1,215795059#1
road10715,1,44035301#2
road10716,1,85476404#2
road10717,1,-11189209
road10718,1,11189209
road10719,2,-11198268,11198268
road10720,1,-11198268
road10721,1,11198268
road10722,1,-11198269#0
road10723,1,11198269#0
road10724,1,-11183324#0
road10725,1,11183324#0
road10726,1,215795022#1
road10727,1,32086462
road10728,1,32086318
road10729,1,503900172#0
road10730,1,47026380#6
road10731,1,80664415#7
road10732,1,-43990457#2
road10733,1,43990457#2
road10734,1,-73538119#0
road10735,1,73538119#0
road10736,1,-73538120#2
road10737,1,73538120#2
road10738,1,-11202783
road10739,1,11202783
road10740,1,-73540500#2
road10741,1,157403432
road10742,1,73540500#3
road10743,1,-157403432
road10744,1,157403432
road10745,1,-157403432
road10746,1,157403432
road10747,1,-157403432
road10748,1,157403432
road10749,1,-157403432
road10750,1,157403432
road10751,1,-157403432
road10752,1,157403432
road10753,1,-157403432
road10754,1,157403432
road10755,1,-157403432
road10756,1,157403432
road10757,1,-157403432
road10758,1,157403432
road10759,1,-157403432
road10760,1,157403432
road10761,1,-157403432
road10762,1,157403432
road10763,1,-157403432
road10764,1,157403432
road10765,1,-157403432
road10766,1,157403432
road10767,1,-157403432
road10768,1,157403432
road10769,1,-157403432
road10770,1,157403432
road10771,1,-157403432
road10772,1,157403432
road10773,1,-157403432
road10774,1,157403432
road10775,1,-157403432
road10776,1,157403432
road10777,1,-157403432
road10778,1,157403432
road10779,2,-157403432,157403432
road10780,1,-157403432
road10781,1,157403432
road10782,1,-157403432
road10783,1,213546029#0
road10784,1,67569905#0
road10785,1,-213546029#0
road10786,1,213546029#0
road10787,1,-213546029#0
road10788,1,213546029#0
road10789,1,-213546029#0
road10790,1,213546029#0
road10791,1,-213546029#0
road10792,1,213546029#0
road10793,1,-213546029#0
road10794,1,213546029#0
road10795,1,-213546029#0
road10796,1,213546029#0
road10797,1,-213546029#0
road10798,1,213546029#0
road10799,1,-213546029#0
road10800,1,213546029#0
road10801,1,-213546029#0
road10802,1,213546029#0
road10803,1,-213546029#0
road10804,1,11190133#0
road10805,1,213546029#1
road10806,1,-213546029#1
road10807,1,213546029#2
road10808,1,-213546029#2
road10809,1,213546029#2
road10810,1,-213546029#2
road10811,1,213546029#3
road10812,1,-213546029#3
road10813,1,213546029#3
road10814,1,-213546029#3
road10815,1,213546029#3
road10816,1,-213546029#3
road10817,1,213546029#3
road10818,1,-213546029#3
road10819,1,213546029#3
road10820,1,-213546029#3
road10821,1,213546029#3
road10822,2,-213546029#3,213546029#3
road10823,1,-213546029#3
road10824,1,213546029#3
road10825,1,-213546029#3
road10826,1,-43990411#15
road10827,2,-43990411#16,43990411#16
road10828,1,213546027#0
road10829,1,43990411#16
road10830,2,-213546027#0,213546027#0
road10831,1,-213546027#0
road10832,1,213546027#0
road10833,1,-213546027#0
road10834,1,213546027#0
road10835,1,-213546027#0
road10836,1,213546027#0
road10837,1,-213546027#0
road10838,1,213546027#0
road10839,1,-213546027#0
road10840,1,213546027#0
road10841,1,-213546027#0
road10842,1,213546027#0
road10843,1,-213546027#0
road10844,1,213546027#0
road10845,1,-213546027#0
road10846,1,213546027#0
road10847,1,-213546027#0
road10848,1,213546027#0
road10849,1,-213546027#0
road10850,1,213546027#0
road10851,1,-213546027#0
road10852,1,213546027#0
road10853,1,-213546027#0
road10854,1,213546027#0
road10855,1,-213546027#0
road10856,1,213546027#0
road10857,1,-213546027#0
road10858,1,213546027#0
road10859,1,-213546027#0
road10860,1,213546027#0
road10861,1,-213546027#0
road10862,1,213546027#0
road10863,1,-213546027#0
road10864,1,213546027#0
road10865,1,-11197290#1
road10866,1,-213546027#0
road10867,1,11197290#2
road10868,1,213546027#1
road10869,1,-213546027#1
road10870,1,213546027#1
road10871,1,-213546027#1
road10872,1,213546027#1
road10873,1,-213546027#1
road10874,1,213546027#1
road10875,1,-213546027#1
road10876,1,213546027#1
road10877,1,-213546027#1
road10878,1,213546027#1
road10879,1,-213546027#1
road10880,1,213546027#1
road10881,1,-213546027#1
road10882,1,213546027#1
road10883,1,-213546027#1
road10884,1,213546027#1
road10885,1,-213546027#1
road10886,1,213546027#1
road10887,1,-213546027#1
road10888,1,213546027#1
road10889,1,-213546027#1
road10890,1,213546027#1
road10891,1,-213546027#1
road10892,1,213546027#1
road10893,1,-213546027#1
road10894,1,213546027#1
road10895,1,-213546027#1
road10896,1,213546027#1
road10897,1,-213546027#1
road10898,1,213546027#1
road10899,1,-213546027#1
road10900,1,213546027#2
road10901,1,-213546027#2
road10902,1,213546027#2
road10903,1,-213546027#2
road10904,1,213546027#3
road10905,1,-213546027#3
road10906,1,213546027#3
road10907,1,-213546027#3
road10908,1,213546027#3
road10909,1,-213546027#3
road10910,1,213546027#3
road10911,1,-213546027#3
road10912,1,213546027#3
road10913,1,-213546027#3
road10914,1,-75459746#6
road10915,1,213546027#4
road10916,1,75459746#7
road10917,1,-213546027#4
road10918,1,213546027#4
road10919,1,-213546027#4
road10920,1,213546027#4
road10921,1,-213546027#4
road10922,1,213546027#4
road10923,1,-213546027#4
road10924,1,213546027#4
road10925,1,-213546027#4
road10926,1,213546027#4
road10927,1,-213546027#4
road10928,1,213546027#4
road10929,1,-213546027#4
road10930,1,213546027#4
road10931,1,-213546027#4
road10932,1,213546027#4
road10933,1,-213546027#4
road10934,1,213546027#4
road10935,1,-213546027#4
road10936,1,213546027#4
road10937,1,-213546027#4
road10938,1,213546027#4
road10939,1,-213546027#4
road10940,1,213546027#4
road10941,1,-213546027#4
road10942,1,213546027#4
road10943,1,-213546027#4
road10944,1,213546027#4
road10945,1,-213546027#4
road10946,1,213546027#4
road10947,1,-213546027#4
road10948,1,213546027#4
road10949,1,-213546027#4
road10950,1,213546027#4
road10951,1,-213546027#4
road10952,1,213546027#4
road10953,1,-213546027#4
road10954,1,213546027#4
road10955,1,-213546027#4
road10956,1,-216584580#0
road10957,1,216584580#0
road10958,1,-157403483#1
road10959,1,157403483#1
road10960,1,-157403541#0
road10961,1,157403541#0
road10962,1,-11201043#2
road10963,1,11201043#2
road10964,2,-210272708#0,210272708#0
road10965,1,-210272708#0
road10966,1,-210272824
road10967,1,210272708#1
road10968,1,-210272824
road10969,1,210272824
road10970,1,-210272824
road10971,1,210272824
road10972,1,210272824
road10973,1,-210272682
road10974,1,-210272682
road10975,1,210272682
road10976,1,-210272682
road10977,1,210272682
road10978,1,-210272682
road10979,1,210272682
road10980,1,-210272682
road10981,1,210272682
road10982,1,-210272682
road10983,1,210272682
road10984,1,-215795059#1
road10985,1,-44035279#2
road10986,1,210272682
road10987,1,215795059#2
road10988,1,-44035279#2
road10989,1,44035279#2
road10990,1,-44035279#2
road10991,1,44035279#2
road10992,1,-44035279#2
road10993,1,44035279#2
road10994,1,-44035279#2
road10995,1,44035279#2
road10996,1,-44035279#1
road10997,1,44035279#2
road10998,1,-44035279#1
road10999,1,44035279#1
road11000,1,-44035279#1
road11001,1,44035279#1
road11002,1,-44035279#1
road11003,1,44035279#1
road11004,1,-44035279#1
road11005,1,44035279#1
road11006,1,-44035279#1
road11007,1,44035279#1
road11008,1,-44035279#1
road11009,1,44035279#1
road11010,1,-44035279#1
road11011,1,44035279#1
road11012,1,-44035279#0
road11013,1,11198624
road11014,1,44035279#1
road11015,1,-44035279#0
road11016,1,44035279#0
road11017,1,-44035279#0
road11018,1,44035279#0
road11019,1,-44035279#0
road11020,1,44035279#0
road11021,1,-44035279#0
road11022,1,44035279#0
road11023,1,-44035279#0
road11024,1,44035279#0
road11025,1,-44035279#0
road11026,1,44035279#0
road11027,1,-44035279#0
road11028,1,44035279#0
road11029,1,-44035279#0
road11030,1,44035279#0
road11031,1,-44035279#0
road11032,1,44035279#0
road11033,1,-44035279#0
road11034,1,44035279#0
road11035,1,-44035279#0
road11036,1,44035279#0
road11037,1,-44035279#0
road11038,1,44035279#0
road11039,1,-44035279#0
road11040,1,44035279#0
road11041,1,-44035279#0
road11042,1,44035279#0
road11043,1,-44035279#0
road11044,1,44035279#0
road11045,1,-44035279#0
road11046,1,44035279#0
road11047,1,-44035279#0
road11048,1,44035279#0
road11049,1,-44035279#0
road11050,1,44035279#0
road11051,1,-44035279#0
road11052,1,44035279#0
road11053,1,-44035279#0
road11054,1,44035279#0
road11055,1,-44035279#0
road11056,1,44035279#0
road11057,1,-44035279#0
road11058,1,44035279#0
road11059,1,-44035279#0
road11060,1,44035279#0
road11061,1,-44035279#0
road11062,1,44035279#0
road11063,1,-44035279#0
road11064,1,44035279#0
road11065,1,-44035279#0
road11066,1,44035279#0
road11067,1,-44035279#0
road11068,1,44035279#0
road11069,1,44035279#0
road11070,1,44035301#3
road11071,1,85476404#2
road11072,1,-11189209
road11073,1,11189209
road11074,2,-11198268,11198268
road11075,1,-11198268
road11076,1,11198268
road11077,1,-11198269#0
road11078,1,11198269#0
road11079,1,-11183324#0
road11080,1,11183324#0
road11081,1,215795022#1
road11082,1,32086462
road11083,1,32086318
road11084,1,503900172#0
road11085,1,47026380#6
road11086,1,80664415#7
road11087,1,-43990457#2
road11088,1,43990457#2
road11089,1,-73538119#0
road11090,1,73538119#0
road11091,1,-73538120#2
road11092,1,73538120#2
road11093,1,-11202783
road11094,1,11202783
road11095,1,-73540500#3
road11096,1,73540500#3
road11097,1,67569904
road11098,1,67569904
road11099,1,-43990411#15
road11100,1,43990411#15
road11101,1,-11197290#1
road11102,1,11197290#1
road11103,1,-75459746#6
road11104,1,75459746#6
road11105,1,-216584580#0
road11106,1,216584580#0
road11107,1,-157403483#1
road11108,1,157403483#1
road11109,1,-157403541#0
road11110,1,157403541#0
road11111,1,-11201043#2
road11112,1,11201043#2
road11113,1,-210272708#0
road11114,1,210272708#0
road11115,1,-215795059#2
road11116,1,215795059#2
road11117,1,-11198624
road11118,1,11198624
road11119,1,44035301#3
road11120,1,85476404#2
road11121,1,-11189209
road11122,1,11189209
road11123,1,-11198268
road11124,1,11198268
road11125,1,-11198269#0
road11126,1,11198269#0
road11127,1,-11183324#0
road11128,1,11183324#0
road11129,1,215795022#1
road11130,1,32086462
road11131,1,32086318
road11132,1,503900172#0
road11133,1,47026380#6
road11134,1,80664415#7
road11135,1,-43990457#2
road11136,1,43990457#2
road11137,1,-73538119#0
road11138,1,73538119#0
road11139,1,-73538120#2
road11140,1,73538120#2
road11141,1,-11202783
road11142,1,11202783
road11143,1,-73540500#3
road11144,1,73540500#3
road11145,1,67569904
road11146,1,-43990411#15
road11147,1,43990411#15
road11148,1,-11197290#1
road11149,1,11197290#1
road11150,1,-75459746#6
road11151,1,75459746#6
road11152,1,-216584580#0
road11153,1,216584580#0
road11154,1,-157403435
road11155,1,-157403483#0
road11156,1,157403483#1
road11157,1,-157403435
road11158,1,157403435
road11159,1,-157403435
road11160,1,157403435
road11161,1,-157403435
road11162,1,157403435
road11163,1,-157403435
road11164,1,157403435
road11165,1,-157403435
road11166,1,157403435
road11167,1,-157403435
road11168,1,157403435
road11169,1,-157403435
road11170,1,157403435
road11171,1,-157403435
road11172,1,157403435
road11173,1,-157403435
road11174,1,157403435
road11175,1,-157403435
road11176,1,157403435
road11177,1,-157403435
road11178,1,157403435
road11179,1,-157403435
road11180,1,157403435
road11181,1,-157403435
road11182,1,157403435
road11183,1,-157403435
road11184,1,157403435
road11185,1,-157403435
road11186,1,157403435
road11187,1,-157403435
road11188,1,157403435
road11189,1,-157403435
road11190,1,157403435
road11191,1,-157403435
road11192,1,157403435
road11193,1,-157403435
road11194,1,157403435
road11195,1,-157403435
road11196,1,157403435
road11197,2,-11195046,11195046
road11198,1,-11195046
road11199,1,-11204517
road11200,1,157403435
road11201,1,157403541#0
road11202,1,-11195046
road11203,1,11195046
road11204,1,-11195046
road11205,1,11195046
road11206,1,-11201043#2
road11207,1,11201043#2
road11208,1,-210272708#0
road11209,1,210272708#0
road11210,1,-215795059#2
road11211,1,215795059#2
road11212,1,-11198624
road11213,1,11198624
road11214,1,44035301#3
road11215,1,85476404#2
road11216,1,-11189209
road11217,1,11189209
road11218,2,-11198268,11198268
road11219,1,-11198268
road11220,1,11198268
road11221,2,-11198269#0,11198269#0
road11222,1,-11198269#0
road11223,1,11198269#0
road11224,1,-11183324#0
road11225,1,11183324#0
road11226,1,215795022#1
road11227,1,32086462
road11228,1,32086318
road11229,1,503900172#0
road11230,1,213546023
road11231,1,-213546023
road11232,1,213546023
road11233,1,-213546023
road11234,1,213546023
road11235,1,-213546023
road11236,1,213546023
road11237,1,-213546023
road11238,1,213546023
road11239,2,-213546023,213546023
road11240,1,-213546023
road11241,1,213546028#0
road11242,2,-213546028#0,213546028#0
road11243,1,-213546028#0
road11244,1,213546028#0
road11245,1,-213546028#0
road11246,1,213546028#0
road11247,1,-213546028#0
road11248,1,213546028#0
road11249,1,-213546028#0
road11250,1,213546028#1
road11251,1,-213546028#1
road11252,1,213546028#2
road11253,1,-213546028#2
road11254,1,213546028#3
road11255,1,-213546028#3
